required_level,item_level,quality,quality_label,inventory_type,inventory_label,subclass,subclass_label,slot_key,role,count,median_visible_budget,median_total_budget_with_sockets,median_target_budget,median_percent_over_under
0,50,2,Uncommon,3,Shoulder,2,Leather,shoulder,physical,1,17.7,17.7,11.905,48.682
0,50,2,Uncommon,3,Shoulder,4,Plate,shoulder,physical,1,24.0,24.0,11.905,101.602
0,50,2,Uncommon,5,Chest,2,Leather,chest,physical,1,23.36,23.36,16.087,45.208
0,50,2,Uncommon,5,Chest,3,Mail,chest,caster,1,29.37,29.37,16.087,82.566
0,50,2,Uncommon,6,Waist,3,Mail,waist,caster,1,17.37,17.37,11.905,45.91
0,50,2,Uncommon,7,Legs,4,Plate,legs,physical,1,23.7,23.7,16.087,47.321
0,50,2,Uncommon,9,Wrist,1,Cloth,wrist,caster,1,13.36,13.36,9.009,48.298
0,50,2,Uncommon,9,Wrist,3,Mail,wrist,caster,1,12.68,12.68,9.009,40.75
0,50,2,Uncommon,9,Wrist,3,Mail,wrist,generic,1,8.04,8.04,9.009,-10.755
0,50,2,Uncommon,9,Wrist,4,Plate,wrist,generic,1,9.37,9.37,9.009,4.008
0,50,2,Uncommon,10,Hands,1,Cloth,hands,caster,3,21.0,21.0,11.905,76.402
0,50,2,Uncommon,10,Hands,2,Leather,hands,caster,1,22.36,22.36,11.905,87.826
0,50,2,Uncommon,11,Finger,0,Misc,finger,caster,1,14.0,14.0,9.009,55.402
0,50,2,Uncommon,11,Finger,0,Misc,finger,generic,1,8.04,8.04,9.009,-10.755
0,50,2,Uncommon,17,Two-hand Weapon,10,Staff,weapon_two_hand,caster,1,22.69,22.69,28.957,-21.643
0,50,2,Uncommon,20,Robe,1,Cloth,chest,caster,1,25.0,25.0,16.087,55.402
0,50,2,Uncommon,26,Ranged,19,Wand,ranged,caster,1,8.01,8.01,16.087,-50.209
0,50,3,Rare,8,Feet,3,Mail,feet,physical,1,34.36,34.36,14.005,145.333
0,50,3,Rare,8,Feet,4,Plate,feet,physical,1,29.37,29.37,14.005,109.704
0,50,3,Rare,14,Shield,6,Shield,shield,tank,1,17.37,17.37,14.005,24.023
0,50,3,Rare,25,Thrown,16,Thrown,ranged,physical,1,12.0,12.0,18.926,-36.596
0,50,3,Rare,26,Ranged,19,Wand,ranged,caster,1,9.46,9.46,18.926,-50.017
0,51,2,Uncommon,1,Head,3,Mail,head,caster,1,29.0,29.0,16.458,76.207
0,51,2,Uncommon,7,Legs,1,Cloth,legs,caster,1,33.0,33.0,16.458,100.512
0,51,2,Uncommon,13,One-hand Weapon,0,Axe,weapon_one_hand,physical,2,9.0,9.0,16.458,-45.315
0,51,2,Uncommon,13,One-hand Weapon,4,Mace,weapon_one_hand,generic,1,6.03,6.03,16.458,-63.361
0,51,2,Uncommon,14,Shield,6,Shield,shield,tank,1,15.0,15.0,12.179,23.165
0,51,2,Uncommon,15,Ranged,2,Bow,ranged,physical,1,7.68,7.68,16.458,-53.335
0,51,2,Uncommon,17,Two-hand Weapon,1,Two-hand Axe,weapon_two_hand,physical,1,24.38,24.38,29.624,-17.702
0,51,2,Uncommon,23,Held in Off-hand,0,Misc,held_in_off_hand,caster,2,14.87,14.87,9.216,61.343
0,51,3,Rare,2,Neck,0,Misc,neck,physical,1,21.7,21.7,10.843,100.132
0,51,3,Rare,16,Cloak,1,Cloth,cloak,caster,1,23.34,23.34,10.843,115.257
0,52,2,Uncommon,8,Feet,4,Plate,feet,physical,1,18.37,18.37,12.454,47.505
0,52,2,Uncommon,11,Finger,0,Misc,finger,physical,1,12.0,12.0,9.425,27.327
0,52,2,Uncommon,17,Two-hand Weapon,6,Polearm,weapon_two_hand,generic,1,17.07,17.07,30.293,-43.651
0,52,2,Uncommon,22,Off-hand Weapon,13,Fist,weapon_off_hand,physical,1,11.0,11.0,9.425,16.717
0,52,2,Uncommon,23,Held in Off-hand,0,Misc,held_in_off_hand,caster,1,12.0,12.0,9.425,27.327
0,52,2,Uncommon,23,Held in Off-hand,0,Misc,held_in_off_hand,generic,1,6.7,6.7,9.425,-28.909
0,52,3,Rare,1,Head,2,Leather,head,caster,1,30.48,30.48,19.799,53.944
0,52,3,Rare,1,Head,2,Leather,head,physical,2,32.385,32.385,19.799,63.565
0,52,3,Rare,1,Head,4,Plate,head,physical,1,42.0,42.0,19.799,112.127
0,52,3,Rare,2,Neck,0,Misc,neck,caster,1,19.76,19.76,11.088,78.216
0,52,3,Rare,3,Shoulder,4,Plate,shoulder,physical,1,36.03,36.03,14.652,145.912
0,52,3,Rare,5,Chest,2,Leather,chest,caster,1,39.94,39.94,19.799,101.723
0,52,3,Rare,5,Chest,2,Leather,chest,physical,1,40.37,40.37,19.799,103.895
0,52,3,Rare,7,Legs,2,Leather,legs,caster,1,18.0,18.0,19.799,-9.088
0,52,3,Rare,8,Feet,2,Leather,feet,physical,1,20.68,20.68,14.652,41.145
0,52,3,Rare,10,Hands,3,Mail,hands,generic,1,37.69,37.69,14.652,157.242
0,52,3,Rare,11,Finger,0,Misc,finger,caster,1,25.57,25.57,11.088,130.616
0,52,3,Rare,13,One-hand Weapon,15,Dagger,weapon_one_hand,caster,1,4.0,4.0,19.799,-79.797
0,52,3,Rare,14,Shield,6,Shield,shield,tank,1,4.02,4.02,14.652,-72.563
0,52,3,Rare,16,Cloak,1,Cloth,cloak,physical,2,14.5,14.5,11.088,30.776
0,52,3,Rare,17,Two-hand Weapon,6,Polearm,weapon_two_hand,caster,1,40.39,40.39,35.639,13.331
0,52,3,Rare,17,Two-hand Weapon,10,Staff,weapon_two_hand,caster,1,51.98,51.98,35.639,45.851
0,52,3,Rare,17,Two-hand Weapon,10,Staff,weapon_two_hand,generic,2,34.21,34.21,35.639,-4.01
0,52,3,Rare,17,Two-hand Weapon,10,Staff,weapon_two_hand,physical,1,33.0,33.0,35.639,-7.405
0,52,3,Rare,20,Robe,1,Cloth,chest,caster,1,20.05,20.05,19.799,1.265
0,52,3,Rare,21,Main-hand Weapon,13,Fist,weapon_main_hand,physical,1,4.0,4.0,19.799,-79.797
0,52,3,Rare,22,Off-hand Weapon,13,Fist,weapon_off_hand,physical,1,4.0,4.0,11.088,-63.924
0,52,3,Rare,26,Ranged,19,Wand,ranged,generic,1,2.01,2.01,19.799,-89.848
0,53,2,Uncommon,1,Head,2,Leather,head,physical,1,25.7,25.7,17.202,49.399
0,53,2,Uncommon,3,Shoulder,2,Leather,shoulder,physical,1,22.37,22.37,12.73,75.731
0,53,2,Uncommon,5,Chest,3,Mail,chest,caster,1,32.04,32.04,17.202,86.255
0,53,2,Uncommon,7,Legs,2,Leather,legs,physical,1,30.0,30.0,17.202,74.396
0,53,2,Uncommon,7,Legs,4,Plate,legs,physical,1,30.0,30.0,17.202,74.396
0,53,2,Uncommon,8,Feet,1,Cloth,feet,caster,1,23.0,23.0,12.73,80.68
0,53,2,Uncommon,10,Hands,3,Mail,hands,physical,1,20.0,20.0,12.73,57.113
0,53,2,Uncommon,11,Finger,0,Misc,finger,caster,3,12.7,12.7,9.633,31.835
0,53,3,Rare,17,Two-hand Weapon,10,Staff,weapon_two_hand,caster,2,36.17,36.17,36.428,-0.709
0,54,2,Uncommon,1,Head,1,Cloth,head,caster,1,23.22,23.22,17.576,32.112
0,54,2,Uncommon,1,Head,3,Mail,head,caster,1,25.72,25.72,17.576,46.336
0,54,2,Uncommon,3,Shoulder,2,Leather,shoulder,physical,1,19.37,19.37,13.006,48.928
0,54,2,Uncommon,7,Legs,2,Leather,legs,caster,1,32.68,32.68,17.576,85.935
0,54,2,Uncommon,8,Feet,1,Cloth,feet,caster,1,16.36,16.36,13.006,25.785
0,54,2,Uncommon,8,Feet,4,Plate,feet,physical,1,19.37,19.37,13.006,48.928
0,54,2,Uncommon,8,Feet,4,Plate,feet,tank,1,19.37,19.37,13.006,48.928
0,54,2,Uncommon,9,Wrist,1,Cloth,wrist,caster,1,14.01,14.01,9.843,42.341
0,54,2,Uncommon,10,Hands,3,Mail,hands,physical,1,25.34,25.34,13.006,94.829
0,54,2,Uncommon,11,Finger,0,Misc,finger,caster,2,15.695,15.695,9.843,59.46
0,54,2,Uncommon,13,One-hand Weapon,0,Axe,weapon_one_hand,physical,1,10.0,10.0,17.576,-43.104
0,54,2,Uncommon,13,One-hand Weapon,4,Mace,weapon_one_hand,caster,1,13.0,13.0,17.576,-26.036
0,54,2,Uncommon,23,Held in Off-hand,0,Misc,held_in_off_hand,caster,1,13.68,13.68,9.843,38.988
0,54,3,Rare,1,Head,1,Cloth,head,caster,1,46.03,46.03,20.678,122.607
0,54,3,Rare,1,Head,4,Plate,head,generic,1,31.75,31.75,20.678,53.547
0,54,3,Rare,13,One-hand Weapon,15,Dagger,weapon_one_hand,generic,1,7.37,7.37,20.678,-64.358
0,54,3,Rare,23,Held in Off-hand,0,Misc,held_in_off_hand,generic,1,8.04,8.04,11.58,-30.567
0,55,2,Uncommon,1,Head,1,Cloth,head,caster,1,25.72,25.72,17.951,43.28
0,55,2,Uncommon,1,Head,2,Leather,head,generic,1,25.39,25.39,17.951,41.442
0,55,2,Uncommon,1,Head,3,Mail,head,caster,1,31.0,31.0,17.951,72.694
0,55,2,Uncommon,3,Shoulder,2,Leather,shoulder,caster,1,22.02,22.02,13.284,65.768
0,55,2,Uncommon,3,Shoulder,2,Leather,shoulder,physical,1,18.0,18.0,13.284,35.505
0,55,2,Uncommon,5,Chest,2,Leather,chest,generic,1,18.74,18.74,17.951,4.396
0,55,2,Uncommon,5,Chest,3,Mail,chest,physical,1,27.01,27.01,17.951,50.466
0,55,2,Uncommon,6,Waist,2,Leather,waist,caster,1,18.68,18.68,13.284,40.624
0,55,2,Uncommon,7,Legs,1,Cloth,legs,caster,1,31.36,31.36,17.951,74.699
0,55,2,Uncommon,7,Legs,4,Plate,legs,physical,1,31.0,31.0,17.951,72.694
0,55,2,Uncommon,7,Legs,4,Plate,legs,tank,1,30.05,30.05,17.951,67.401
0,55,2,Uncommon,8,Feet,1,Cloth,feet,caster,1,24.7,24.7,13.284,85.943
0,55,2,Uncommon,8,Feet,4,Plate,feet,physical,1,20.04,20.04,13.284,50.862
0,55,2,Uncommon,9,Wrist,1,Cloth,wrist,caster,1,17.01,17.01,10.052,69.212
0,55,2,Uncommon,10,Hands,3,Mail,hands,caster,1,24.0,24.0,13.284,80.673
0,55,2,Uncommon,10,Hands,3,Mail,hands,physical,1,18.0,18.0,13.284,35.505
0,55,2,Uncommon,11,Finger,0,Misc,finger,caster,1,16.68,16.68,10.052,65.929
0,55,2,Uncommon,11,Finger,0,Misc,finger,generic,1,8.71,8.71,10.052,-13.355
0,55,2,Uncommon,11,Finger,0,Misc,finger,physical,1,13.7,13.7,10.052,36.285
0,55,2,Uncommon,13,One-hand Weapon,4,Mace,weapon_one_hand,generic,1,10.0,10.0,17.951,-44.292
0,55,2,Uncommon,13,One-hand Weapon,4,Mace,weapon_one_hand,physical,1,10.0,10.0,17.951,-44.292
0,55,2,Uncommon,14,Shield,6,Shield,shield,tank,2,13.185,13.185,13.284,-0.743
0,55,2,Uncommon,16,Cloak,1,Cloth,cloak,generic,1,11.04,11.04,10.052,9.824
0,55,2,Uncommon,17,Two-hand Weapon,1,Two-hand Axe,weapon_two_hand,physical,1,25.02,25.02,32.312,-22.566
0,55,2,Uncommon,20,Robe,1,Cloth,chest,caster,1,21.01,21.01,17.951,17.042
0,55,2,Uncommon,23,Held in Off-hand,0,Misc,held_in_off_hand,caster,1,13.0,13.0,10.052,29.321
0,55,3,Rare,1,Head,3,Mail,head,caster,1,47.0,47.0,21.119,122.552
0,55,3,Rare,6,Waist,2,Leather,waist,caster,1,30.38,30.38,15.628,94.397
0,55,3,Rare,7,Legs,1,Cloth,legs,caster,1,39.69,39.69,21.119,87.938
0,55,3,Rare,9,Wrist,1,Cloth,wrist,caster,1,19.02,19.02,11.826,60.826
0,55,4,Epic,10,Hands,1,Cloth,hands,caster,3,42.36,42.36,17.972,135.7
0,55,4,Epic,10,Hands,2,Leather,hands,caster,1,57.16,57.16,17.972,218.051
0,55,4,Epic,10,Hands,2,Leather,hands,physical,1,40.03,40.03,17.972,122.736
0,55,4,Epic,10,Hands,3,Mail,hands,caster,1,53.86,53.86,17.972,199.689
0,55,4,Epic,10,Hands,3,Mail,hands,physical,1,32.04,32.04,17.972,78.278
0,55,4,Epic,10,Hands,4,Plate,hands,caster,1,35.16,35.16,17.972,95.638
0,55,4,Epic,10,Hands,4,Plate,hands,physical,1,26.04,26.04,17.972,44.892
0,56,2,Uncommon,3,Shoulder,1,Cloth,shoulder,caster,1,24.68,24.68,13.562,81.982
0,56,2,Uncommon,3,Shoulder,2,Leather,shoulder,physical,1,24.0,24.0,13.562,76.968
0,56,2,Uncommon,5,Chest,2,Leather,chest,generic,1,19.41,19.41,18.327,5.911
0,56,2,Uncommon,6,Waist,3,Mail,waist,caster,1,20.04,20.04,13.562,47.768
0,56,2,Uncommon,6,Waist,4,Plate,waist,tank,1,20.04,20.04,13.562,47.768
0,56,2,Uncommon,7,Legs,3,Mail,legs,physical,1,26.72,26.72,18.327,45.798
0,56,2,Uncommon,9,Wrist,3,Mail,wrist,physical,1,14.0,14.0,10.263,36.413
0,56,2,Uncommon,10,Hands,2,Leather,hands,physical,1,24.0,24.0,13.562,76.968
0,56,2,Uncommon,16,Cloak,1,Cloth,cloak,caster,3,15.0,15.0,10.263,46.157
0,56,2,Uncommon,16,Cloak,1,Cloth,cloak,physical,1,15.69,15.69,10.263,52.88
0,56,2,Uncommon,23,Held in Off-hand,0,Misc,held_in_off_hand,caster,1,17.2,17.2,10.263,67.593
0,57,2,Uncommon,2,Neck,0,Misc,neck,caster,2,14.68,14.68,10.474,40.157
0,57,2,Uncommon,5,Chest,2,Leather,chest,physical,1,29.35,29.35,18.704,56.922
0,57,2,Uncommon,5,Chest,3,Mail,chest,caster,1,29.01,29.01,18.704,55.104
0,57,2,Uncommon,5,Chest,4,Plate,chest,physical,1,25.34,25.34,18.704,35.482
0,57,2,Uncommon,8,Feet,2,Leather,feet,tank,1,24.0,24.0,13.841,73.402
0,57,2,Uncommon,11,Finger,0,Misc,finger,caster,1,15.35,15.35,10.474,46.553
0,57,2,Uncommon,11,Finger,0,Misc,finger,physical,1,16.03,16.03,10.474,53.046
0,57,2,Uncommon,13,One-hand Weapon,7,Sword,weapon_one_hand,caster,1,13.0,13.0,18.704,-30.495
0,57,2,Uncommon,13,One-hand Weapon,15,Dagger,weapon_one_hand,caster,1,13.0,13.0,18.704,-30.495
0,57,3,Rare,13,One-hand Weapon,15,Dagger,weapon_one_hand,caster,1,24.35,24.35,22.004,10.661
0,58,2,Uncommon,1,Head,1,Cloth,head,caster,1,27.72,27.72,19.081,45.272
0,58,2,Uncommon,2,Neck,0,Misc,neck,caster,1,13.04,13.04,10.686,22.034
0,58,2,Uncommon,3,Shoulder,1,Cloth,shoulder,caster,1,20.36,20.36,14.12,44.19
0,58,2,Uncommon,3,Shoulder,2,Leather,shoulder,caster,1,25.02,25.02,14.12,77.192
0,58,2,Uncommon,3,Shoulder,2,Leather,shoulder,generic,1,20.0,20.0,14.12,41.641
0,58,2,Uncommon,5,Chest,3,Mail,chest,caster,1,27.7,27.7,19.081,45.167
0,58,2,Uncommon,5,Chest,3,Mail,chest,physical,1,28.04,28.04,19.081,46.949
0,58,2,Uncommon,5,Chest,4,Plate,chest,tank,1,32.0,32.0,19.081,67.703
0,58,2,Uncommon,6,Waist,1,Cloth,waist,caster,3,27.0,27.0,14.12,91.215
0,58,2,Uncommon,6,Waist,4,Plate,waist,physical,1,23.35,23.35,14.12,65.365
0,58,2,Uncommon,10,Hands,1,Cloth,hands,caster,1,18.92,18.92,14.12,33.992
0,58,2,Uncommon,10,Hands,2,Leather,hands,physical,2,25.68,25.68,14.12,81.867
0,58,2,Uncommon,10,Hands,4,Plate,hands,physical,2,20.53,20.53,14.12,45.394
0,58,2,Uncommon,11,Finger,0,Misc,finger,generic,1,9.38,9.38,10.686,-12.218
0,58,2,Uncommon,13,One-hand Weapon,7,Sword,weapon_one_hand,caster,1,11.0,11.0,19.081,-42.352
0,58,2,Uncommon,13,One-hand Weapon,7,Sword,weapon_one_hand,generic,1,7.37,7.37,19.081,-61.376
0,58,2,Uncommon,16,Cloak,1,Cloth,cloak,caster,1,19.32,19.32,10.686,80.804
0,58,2,Uncommon,16,Cloak,1,Cloth,cloak,generic,1,6.03,6.03,10.686,-43.569
0,58,2,Uncommon,16,Cloak,1,Cloth,cloak,physical,1,13.37,13.37,10.686,25.122
0,58,3,Rare,2,Neck,0,Misc,neck,physical,1,26.37,26.37,12.571,109.764
0,59,2,Uncommon,3,Shoulder,1,Cloth,shoulder,caster,1,21.04,21.04,14.401,46.105
0,59,2,Uncommon,5,Chest,2,Leather,chest,caster,1,33.35,33.35,19.46,71.375
0,59,2,Uncommon,5,Chest,2,Leather,chest,physical,1,29.0,29.0,19.46,49.022
0,59,2,Uncommon,5,Chest,3,Mail,chest,generic,1,22.41,22.41,19.46,15.158
0,59,2,Uncommon,5,Chest,3,Mail,chest,physical,1,32.7,32.7,19.46,68.035
0,59,2,Uncommon,6,Waist,3,Mail,waist,caster,1,26.36,26.36,14.401,83.048
0,59,2,Uncommon,9,Wrist,3,Mail,wrist,generic,1,12.04,12.04,10.898,10.482
0,59,2,Uncommon,9,Wrist,4,Plate,wrist,generic,1,10.71,10.71,10.898,-1.723
0,59,2,Uncommon,10,Hands,1,Cloth,hands,caster,1,19.0,19.0,14.401,31.939
0,59,2,Uncommon,15,Ranged,2,Bow,ranged,generic,1,5.36,5.36,19.46,-72.457
0,59,2,Uncommon,20,Robe,1,Cloth,chest,caster,1,35.0,35.0,19.46,79.854
0,59,2,Uncommon,21,Main-hand Weapon,15,Dagger,weapon_main_hand,caster,1,15.5,15.5,19.46,-20.35
0,59,3,Rare,11,Finger,0,Misc,finger,caster,1,17.38,17.38,12.821,35.56
0,59,3,Rare,14,Shield,6,Shield,shield,tank,1,11.69,11.69,16.942,-30.999
0,59,3,Rare,16,Cloak,1,Cloth,cloak,caster,1,31.35,31.35,12.821,144.523
0,59,3,Rare,16,Cloak,1,Cloth,cloak,physical,1,11.02,11.02,12.821,-14.046
0,59,3,Rare,23,Held in Off-hand,0,Misc,held_in_off_hand,caster,1,31.02,31.02,12.821,141.949
0,60,2,Uncommon,1,Head,1,Cloth,head,generic,1,16.75,16.75,19.84,-15.575
0,60,2,Uncommon,2,Neck,0,Misc,neck,caster,6,20.36,20.36,11.11,83.252
0,60,2,Uncommon,2,Neck,0,Misc,neck,generic,2,10.05,10.05,11.11,-9.544
0,60,2,Uncommon,2,Neck,0,Misc,neck,physical,4,16.69,16.69,11.11,50.219
0,60,2,Uncommon,2,Neck,0,Misc,neck,tank,1,19.7,19.7,11.11,77.311
0,60,2,Uncommon,3,Shoulder,2,Leather,shoulder,physical,1,21.02,21.02,14.682,43.172
0,60,2,Uncommon,5,Chest,2,Leather,chest,physical,1,24.74,24.74,19.84,24.697
0,60,2,Uncommon,5,Chest,4,Plate,chest,physical,1,13.0,13.0,19.84,-34.476
0,60,2,Uncommon,7,Legs,1,Cloth,legs,caster,1,32.9,32.9,19.84,65.826
0,60,2,Uncommon,7,Legs,3,Mail,legs,caster,1,13.0,13.0,19.84,-34.476
0,60,2,Uncommon,8,Feet,2,Leather,feet,physical,1,23.0,23.0,14.682,56.658
0,60,2,Uncommon,9,Wrist,4,Plate,wrist,generic,1,17.0,17.0,11.11,53.01
0,60,2,Uncommon,10,Hands,2,Leather,hands,caster,1,26.37,26.37,14.682,79.612
0,60,2,Uncommon,10,Hands,4,Plate,hands,tank,1,26.7,26.7,14.682,81.86
0,60,2,Uncommon,13,One-hand Weapon,7,Sword,weapon_one_hand,physical,1,11.0,11.0,19.84,-44.557
0,60,2,Uncommon,13,One-hand Weapon,15,Dagger,weapon_one_hand,physical,1,9.0,9.0,19.84,-54.637
0,60,2,Uncommon,17,Two-hand Weapon,20,Weapon subclass 20,weapon_two_hand,generic,1,34.84,34.84,35.712,-2.442
0,60,3,Rare,2,Neck,0,Misc,neck,caster,7,26.36,26.36,13.071,101.667
0,60,3,Rare,2,Neck,0,Misc,neck,physical,3,22.69,22.69,13.071,73.589
0,60,3,Rare,3,Shoulder,2,Leather,shoulder,caster,1,27.0,27.0,17.272,56.318
0,60,3,Rare,6,Waist,2,Leather,waist,tank,1,39.02,39.02,17.272,125.908
0,60,3,Rare,6,Waist,4,Plate,waist,physical,1,35.03,35.03,17.272,102.808
0,60,3,Rare,9,Wrist,1,Cloth,wrist,caster,1,24.0,24.0,13.071,83.612
0,60,3,Rare,10,Hands,1,Cloth,hands,caster,1,39.7,39.7,17.272,129.845
0,60,3,Rare,10,Hands,2,Leather,hands,caster,1,39.7,39.7,17.272,129.845
0,60,3,Rare,10,Hands,3,Mail,hands,caster,1,39.7,39.7,17.272,129.845
0,60,3,Rare,10,Hands,3,Mail,hands,generic,1,33.02,33.02,17.272,91.171
0,60,3,Rare,10,Hands,4,Plate,hands,generic,1,39.7,39.7,17.272,129.845
0,60,3,Rare,11,Finger,0,Misc,finger,caster,2,26.48,26.48,13.071,102.585
0,60,3,Rare,11,Finger,0,Misc,finger,generic,1,6.03,6.03,13.071,-53.868
0,60,3,Rare,11,Finger,0,Misc,finger,physical,2,9.69,9.69,13.071,-25.867
0,60,3,Rare,17,Two-hand Weapon,10,Staff,weapon_two_hand,caster,1,41.0,41.0,42.014,-2.414
0,60,3,Rare,23,Held in Off-hand,0,Misc,held_in_off_hand,generic,1,5.36,5.36,13.071,-58.993
0,60,4,Epic,1,Head,1,Cloth,head,caster,3,73.18,73.18,26.842,172.629
0,60,4,Epic,1,Head,2,Leather,head,caster,1,81.15,81.15,26.842,202.32
0,60,4,Epic,1,Head,2,Leather,head,physical,1,65.06,65.06,26.842,142.378
0,60,4,Epic,1,Head,3,Mail,head,caster,1,73.78,73.78,26.842,174.864
0,60,4,Epic,1,Head,3,Mail,head,physical,1,58.07,58.07,26.842,116.337
0,60,4,Epic,1,Head,4,Plate,head,caster,1,82.43,82.43,26.842,207.089
0,60,4,Epic,1,Head,4,Plate,head,generic,1,53.44,53.44,26.842,99.088
0,60,4,Epic,2,Neck,0,Misc,neck,caster,1,34.61,34.61,15.032,130.246
0,60,4,Epic,2,Neck,0,Misc,neck,physical,1,34.04,34.04,15.032,126.454
0,60,4,Epic,5,Chest,2,Leather,chest,caster,1,90.21,90.21,26.842,236.073
0,60,4,Epic,5,Chest,2,Leather,chest,physical,1,61.05,61.05,26.842,127.439
0,60,4,Epic,5,Chest,3,Mail,chest,caster,1,82.43,82.43,26.842,207.089
0,60,4,Epic,5,Chest,3,Mail,chest,physical,1,62.72,62.72,26.842,133.66
0,60,4,Epic,5,Chest,4,Plate,chest,caster,1,82.43,82.43,26.842,207.089
0,60,4,Epic,5,Chest,4,Plate,chest,physical,1,61.42,61.42,26.842,128.817
0,60,4,Epic,8,Feet,1,Cloth,feet,caster,3,53.44,53.44,19.863,169.038
0,60,4,Epic,8,Feet,2,Leather,feet,caster,1,66.67,66.67,19.863,235.643
0,60,4,Epic,8,Feet,2,Leather,feet,physical,1,30.7,30.7,19.863,54.556
0,60,4,Epic,8,Feet,3,Mail,feet,caster,1,65.53,65.53,19.863,229.904
0,60,4,Epic,8,Feet,3,Mail,feet,physical,1,30.03,30.03,19.863,51.183
0,60,4,Epic,8,Feet,4,Plate,feet,caster,1,65.53,65.53,19.863,229.904
0,60,4,Epic,8,Feet,4,Plate,feet,physical,1,43.4,43.4,19.863,118.493
0,60,4,Epic,9,Wrist,1,Cloth,wrist,caster,1,37.44,37.44,15.032,149.073
0,60,4,Epic,9,Wrist,2,Leather,wrist,physical,1,33.04,33.04,15.032,119.802
0,60,4,Epic,20,Robe,1,Cloth,chest,caster,3,64.41,64.41,26.842,139.956
0,60,4,Epic,26,Ranged,3,Gun,ranged,generic,1,14.0,14.0,26.842,-47.844
0,61,2,Uncommon,1,Head,1,Cloth,head,caster,1,40.0,40.0,20.221,97.816
0,61,2,Uncommon,11,Finger,0,Misc,finger,generic,1,14.0,14.0,11.324,23.635
0,61,2,Uncommon,13,One-hand Weapon,4,Mace,weapon_one_hand,caster,1,14.68,14.68,20.221,-27.401
0,61,2,Uncommon,17,Two-hand Weapon,10,Staff,weapon_two_hand,caster,1,28.4,28.4,36.397,-21.972
0,61,2,Uncommon,23,Held in Off-hand,0,Misc,held_in_off_hand,caster,1,10.0,10.0,11.324,-11.689
0,61,3,Rare,2,Neck,0,Misc,neck,physical,1,21.7,21.7,13.322,62.89
0,61,3,Rare,11,Finger,0,Misc,finger,caster,1,20.05,20.05,13.322,50.504
0,61,3,Rare,13,One-hand Weapon,7,Sword,weapon_one_hand,physical,1,18.0,18.0,23.789,-24.335
0,61,3,Rare,23,Held in Off-hand,0,Misc,held_in_off_hand,caster,1,28.7,28.7,13.322,115.435
0,61,4,Epic,3,Shoulder,1,Cloth,shoulder,caster,2,47.38,47.38,20.245,134.038
0,61,4,Epic,3,Shoulder,2,Leather,shoulder,physical,1,50.04,50.04,20.245,147.178
0,61,4,Epic,6,Waist,1,Cloth,waist,caster,1,52.08,52.08,20.245,157.254
0,61,4,Epic,6,Waist,2,Leather,waist,caster,1,46.58,46.58,20.245,130.087
0,61,4,Epic,6,Waist,3,Mail,waist,caster,2,54.78,54.78,20.245,170.591
0,61,4,Epic,6,Waist,4,Plate,waist,caster,1,60.76,60.76,20.245,200.13
0,61,4,Epic,6,Waist,4,Plate,waist,physical,1,45.7,45.7,20.245,125.74
0,61,4,Epic,9,Wrist,1,Cloth,wrist,caster,3,39.41,39.41,15.32,157.242
0,61,4,Epic,9,Wrist,2,Leather,wrist,caster,1,39.21,39.21,15.32,155.937
0,61,4,Epic,9,Wrist,2,Leather,wrist,physical,1,32.38,32.38,15.32,111.355
0,61,4,Epic,9,Wrist,3,Mail,wrist,caster,2,44.46,44.46,15.32,190.205
0,61,4,Epic,9,Wrist,4,Plate,wrist,caster,1,41.2,41.2,15.32,168.926
0,61,4,Epic,9,Wrist,4,Plate,wrist,physical,1,34.71,34.71,15.32,126.564
0,62,2,Uncommon,13,One-hand Weapon,0,Axe,weapon_one_hand,physical,1,11.0,11.0,20.602,-46.608
0,62,2,Uncommon,17,Two-hand Weapon,10,Staff,weapon_two_hand,caster,1,29.73,29.73,37.084,-19.832
0,62,3,Rare,1,Head,3,Mail,head,caster,1,60.08,60.08,24.238,147.874
0,62,3,Rare,10,Hands,2,Leather,hands,caster,1,32.22,32.22,17.936,79.636
0,62,3,Rare,11,Finger,0,Misc,finger,caster,2,28.35,28.35,13.573,108.865
0,62,3,Rare,14,Shield,6,Shield,shield,tank,1,20.05,20.05,17.936,11.785
0,62,3,Rare,15,Ranged,2,Bow,ranged,physical,1,11.03,11.03,24.238,-54.493
0,62,3,Rare,16,Cloak,1,Cloth,cloak,physical,1,25.0,25.0,13.573,84.184
0,62,3,Rare,17,Two-hand Weapon,10,Staff,weapon_two_hand,caster,1,44.02,44.02,43.629,0.897
0,62,3,Rare,26,Ranged,19,Wand,ranged,caster,1,10.36,10.36,24.238,-57.257
0,62,4,Epic,1,Head,1,Cloth,head,generic,1,59.39,59.39,27.874,113.067
0,62,4,Epic,1,Head,3,Mail,head,physical,1,34.38,34.38,27.874,23.341
0,62,4,Epic,5,Chest,2,Leather,chest,generic,1,66.4,66.4,27.874,138.216
0,62,4,Epic,5,Chest,4,Plate,chest,physical,1,50.1,50.1,27.874,79.738
0,62,4,Epic,7,Legs,2,Leather,legs,caster,1,65.48,65.48,27.874,134.915
0,62,4,Epic,7,Legs,3,Mail,legs,caster,1,55.72,55.72,27.874,99.9
0,62,4,Epic,7,Legs,3,Mail,legs,physical,1,52.05,52.05,27.874,86.734
