expansion_band,ilvl_band,quality,quality_label,slot_key,role,peer_group,count,median_visible_budget,median_special_weapon_budget,median_total_budget_with_sockets,median_target_budget,median_percent_over_under,max_abs_median_percent_over_under,peer_outlier_count,sql_blocked_count
burning_crusade,120-134,4,Epic,ranged,generic,quality=4;slot=ranged;armor=none;weapon=ranged:thrown;role=generic,2,37.215,6.0,37.215,37.215,0.0,0.0,0,2
burning_crusade,120-134,4,Epic,ranged,generic,quality=4;slot=ranged;armor=none;weapon=ranged:wand;role=generic,1,42.76,0.0,42.76,42.76,0.0,0.0,0,1
burning_crusade,120-134,4,Epic,ranged,healer,quality=4;slot=ranged;armor=none;weapon=ranged:caster;role=healer,1,34.0,16.34,34.0,34.0,0.0,0.0,0,1
burning_crusade,120-134,4,Epic,ranged,physical,quality=4;slot=ranged;armor=none;weapon=ranged:bow_gun_crossbow;role=physical,5,18.0,17.0,19.0,19.0,0.0,0.0,0,5
burning_crusade,120-134,4,Epic,ranged,physical,quality=4;slot=ranged;armor=none;weapon=ranged:thrown;role=physical,2,20.365,18.25,20.365,20.365,0.0,0.0,0,2
burning_crusade,120-134,4,Epic,shield,tank,quality=4;slot=shield;armor=shield;weapon=shield;role=tank,7,80.52,0.0,88.52,87.765,-1.575,1.575,4,3
burning_crusade,120-134,4,Epic,shoulder,caster,quality=4;slot=shoulder;armor=1;weapon=none;role=caster,15,102.05,0.0,117.48,117.48,-0.483,0.483,0,0
burning_crusade,120-134,4,Epic,shoulder,caster,quality=4;slot=shoulder;armor=2;weapon=none;role=caster,2,103.645,0.0,119.645,119.645,0.0,0.0,0,2
burning_crusade,120-134,4,Epic,shoulder,caster,quality=4;slot=shoulder;armor=3;weapon=none;role=caster,3,87.72,0.0,103.72,103.72,0.0,0.0,0,3
burning_crusade,120-134,4,Epic,shoulder,caster,quality=4;slot=shoulder;armor=4;weapon=none;role=caster,4,101.92,0.0,117.74,122.472,-5.811,5.811,1,3
burning_crusade,120-134,4,Epic,shoulder,generic,quality=4;slot=shoulder;armor=3;weapon=none;role=generic,3,105.14,0.0,121.14,121.14,0.0,0.0,0,3
burning_crusade,120-134,4,Epic,shoulder,generic,quality=4;slot=shoulder;armor=4;weapon=none;role=generic,4,101.78,0.0,117.78,117.78,0.0,0.0,0,4
burning_crusade,120-134,4,Epic,shoulder,healer,quality=4;slot=shoulder;armor=1;weapon=none;role=healer,6,97.825,0.0,113.825,119.037,0.0,0.0,0,3
burning_crusade,120-134,4,Epic,shoulder,healer,quality=4;slot=shoulder;armor=2;weapon=none;role=healer,8,97.11,0.0,113.11,114.9,-1.558,1.558,0,0
burning_crusade,120-134,4,Epic,shoulder,healer,quality=4;slot=shoulder;armor=3;weapon=none;role=healer,7,115.68,0.0,128.99,132.855,-8.074,8.074,0,0
burning_crusade,120-134,4,Epic,shoulder,healer,quality=4;slot=shoulder;armor=4;weapon=none;role=healer,2,109.02,0.0,117.02,117.02,0.0,0.0,0,2
burning_crusade,120-134,4,Epic,shoulder,physical,quality=4;slot=shoulder;armor=2;weapon=none;role=physical,9,107.76,0.0,115.76,124.455,-8.263,8.263,0,0
burning_crusade,120-134,4,Epic,shoulder,physical,quality=4;slot=shoulder;armor=3;weapon=none;role=physical,6,99.13,0.0,114.115,115.13,0.0,0.0,0,3
burning_crusade,120-134,4,Epic,shoulder,physical,quality=4;slot=shoulder;armor=4;weapon=none;role=physical,8,92.595,0.0,107.11,112.08,-2.185,2.185,1,1
burning_crusade,120-134,4,Epic,shoulder,tank,quality=4;slot=shoulder;armor=4;weapon=none;role=tank,5,105.46,0.0,121.46,121.46,0.0,0.0,0,5
burning_crusade,120-134,4,Epic,waist,caster,quality=4;slot=waist;armor=1;weapon=none;role=caster,10,107.65,0.0,109.825,109.825,0.078,0.078,0,0
burning_crusade,120-134,4,Epic,waist,caster,quality=4;slot=waist;armor=3;weapon=none;role=caster,6,116.86,0.0,116.86,116.86,0.0,0.0,0,0
burning_crusade,120-134,4,Epic,waist,caster,quality=4;slot=waist;armor=4;weapon=none;role=caster,5,116.86,0.0,116.86,116.86,0.0,0.0,0,4
burning_crusade,120-134,4,Epic,waist,generic,quality=4;slot=waist;armor=1;weapon=none;role=generic,2,46.935,0.0,46.935,46.935,0.0,0.0,0,2
burning_crusade,120-134,4,Epic,waist,generic,quality=4;slot=waist;armor=2;weapon=none;role=generic,1,26.8,0.0,26.8,26.8,0.0,0.0,0,1
burning_crusade,120-134,4,Epic,waist,generic,quality=4;slot=waist;armor=3;weapon=none;role=generic,4,112.615,0.0,112.615,112.615,0.0,0.0,0,4
burning_crusade,120-134,4,Epic,waist,generic,quality=4;slot=waist;armor=4;weapon=none;role=generic,5,107.8,0.0,107.8,107.8,0.0,0.0,0,5
burning_crusade,120-134,4,Epic,waist,healer,quality=4;slot=waist;armor=1;weapon=none;role=healer,2,96.09,0.0,112.09,112.09,0.0,0.0,0,2
burning_crusade,120-134,4,Epic,waist,healer,quality=4;slot=waist;armor=2;weapon=none;role=healer,7,120.66,0.0,120.66,120.66,0.0,0.0,0,0
burning_crusade,120-134,4,Epic,waist,healer,quality=4;slot=waist;armor=3;weapon=none;role=healer,3,102.06,0.0,118.06,118.06,0.0,0.0,0,3
burning_crusade,120-134,4,Epic,waist,healer,quality=4;slot=waist;armor=4;weapon=none;role=healer,1,113.53,0.0,129.53,129.53,0.0,0.0,0,1
burning_crusade,120-134,4,Epic,waist,physical,quality=4;slot=waist;armor=2;weapon=none;role=physical,9,104.09,0.0,109.13,110.115,-0.895,0.895,0,0
burning_crusade,120-134,4,Epic,waist,physical,quality=4;slot=waist;armor=3;weapon=none;role=physical,4,118.13,0.0,118.625,118.625,0.0,0.0,0,4
burning_crusade,120-134,4,Epic,waist,physical,quality=4;slot=waist;armor=4;weapon=none;role=physical,3,93.07,0.0,109.07,109.07,0.0,0.0,0,3
burning_crusade,120-134,4,Epic,waist,tank,quality=4;slot=waist;armor=4;weapon=none;role=tank,4,98.685,0.0,114.685,114.685,0.0,0.0,0,4
burning_crusade,120-134,4,Epic,weapon_main_hand,caster,quality=4;slot=weapon_main_hand;armor=none;weapon=weapon_main_hand:caster;role=caster,12,54.76,175.01,54.76,57.39,-4.583,4.583,1,0
burning_crusade,120-134,4,Epic,weapon_main_hand,generic,quality=4;slot=weapon_main_hand;armor=none;weapon=weapon_main_hand:physical;role=generic,1,48.07,14.0,48.07,48.07,0.0,0.0,0,1
burning_crusade,120-134,4,Epic,weapon_main_hand,physical,quality=4;slot=weapon_main_hand;armor=none;weapon=weapon_main_hand:physical;role=physical,2,39.53,13.0,43.53,43.53,0.0,0.0,0,2
burning_crusade,120-134,4,Epic,weapon_off_hand,generic,quality=4;slot=weapon_off_hand;armor=none;weapon=weapon_off_hand:physical;role=generic,6,48.07,14.0,48.07,53.58,-10.284,10.284,1,1
burning_crusade,120-134,4,Epic,weapon_off_hand,physical,quality=4;slot=weapon_off_hand;armor=none;weapon=weapon_off_hand:physical;role=physical,1,41.1,20.0,41.1,41.1,0.0,0.0,0,1
burning_crusade,120-134,4,Epic,weapon_one_hand,generic,quality=4;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;role=generic,9,48.07,14.0,48.07,48.07,0.0,0.0,4,3
burning_crusade,120-134,4,Epic,weapon_one_hand,physical,quality=4;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;role=physical,13,35.0,21.0,37.72,37.76,0.106,0.106,3,2
burning_crusade,120-134,4,Epic,weapon_one_hand,tank,quality=4;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;role=tank,1,52.78,0.0,52.78,52.78,0.0,0.0,0,1
burning_crusade,120-134,4,Epic,weapon_two_hand,caster,quality=4;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:caster;role=caster,2,133.01,178.88,145.01,145.01,0.0,0.0,0,2
burning_crusade,120-134,4,Epic,weapon_two_hand,generic,quality=4;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;role=generic,4,131.16,16.0,131.16,131.16,0.0,0.0,0,4
burning_crusade,120-134,4,Epic,weapon_two_hand,healer,quality=4;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:caster;role=healer,5,127.82,179.74,140.84,140.84,0.0,0.0,0,5
burning_crusade,120-134,4,Epic,weapon_two_hand,physical,quality=4;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;role=physical,12,88.585,0.0,98.93,95.42,7.174,7.174,8,6
burning_crusade,120-134,4,Epic,weapon_two_hand,tank,quality=4;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;role=tank,1,104.25,0.0,104.25,104.25,0.0,0.0,0,1
burning_crusade,120-134,4,Epic,wrist,caster,quality=4;slot=wrist;armor=1;weapon=none;role=caster,5,75.67,0.0,83.27,75.67,10.044,10.044,2,1
burning_crusade,120-134,4,Epic,wrist,caster,quality=4;slot=wrist;armor=2;weapon=none;role=caster,1,77.09,0.0,85.09,85.09,0.0,0.0,0,1
burning_crusade,120-134,4,Epic,wrist,caster,quality=4;slot=wrist;armor=3;weapon=none;role=caster,3,81.67,0.0,89.67,89.67,0.0,0.0,0,3
burning_crusade,120-134,4,Epic,wrist,caster,quality=4;slot=wrist;armor=4;weapon=none;role=caster,3,80.67,0.0,88.67,88.67,0.0,0.0,0,3
burning_crusade,120-134,4,Epic,wrist,generic,quality=4;slot=wrist;armor=1;weapon=none;role=generic,1,20.1,0.0,20.1,20.1,0.0,0.0,0,1
burning_crusade,120-134,4,Epic,wrist,generic,quality=4;slot=wrist;armor=2;weapon=none;role=generic,1,20.1,0.0,20.1,20.1,0.0,0.0,0,1
burning_crusade,120-134,4,Epic,wrist,generic,quality=4;slot=wrist;armor=3;weapon=none;role=generic,3,73.06,0.0,81.06,81.06,0.0,0.0,0,3
burning_crusade,120-134,4,Epic,wrist,generic,quality=4;slot=wrist;armor=4;weapon=none;role=generic,4,74.57,0.0,82.57,82.57,0.0,0.0,0,4
burning_crusade,120-134,4,Epic,wrist,healer,quality=4;slot=wrist;armor=1;weapon=none;role=healer,3,82.98,0.0,90.98,90.98,0.0,0.0,0,3
burning_crusade,120-134,4,Epic,wrist,healer,quality=4;slot=wrist;armor=2;weapon=none;role=healer,5,80.03,0.0,86.29,94.51,-8.697,8.697,3,2
burning_crusade,120-134,4,Epic,wrist,healer,quality=4;slot=wrist;armor=3;weapon=none;role=healer,2,85.295,0.0,89.295,89.295,0.0,0.0,0,2
burning_crusade,120-134,4,Epic,wrist,healer,quality=4;slot=wrist;armor=4;weapon=none;role=healer,1,80.48,0.0,88.48,88.48,0.0,0.0,0,1
burning_crusade,120-134,4,Epic,wrist,physical,quality=4;slot=wrist;armor=2;weapon=none;role=physical,5,74.43,0.0,82.43,85.32,-3.024,3.024,1,1
burning_crusade,120-134,4,Epic,wrist,physical,quality=4;slot=wrist;armor=3;weapon=none;role=physical,3,82.0,0.0,87.43,87.43,0.0,0.0,0,3
burning_crusade,120-134,4,Epic,wrist,physical,quality=4;slot=wrist;armor=4;weapon=none;role=physical,3,75.44,0.0,75.44,75.44,0.0,0.0,0,3
burning_crusade,120-134,4,Epic,wrist,tank,quality=4;slot=wrist;armor=4;weapon=none;role=tank,2,77.97,0.0,77.97,77.97,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,chest,caster,quality=2;slot=chest;armor=1;weapon=none;role=caster,7,109.84,0.0,109.84,109.84,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,chest,caster,quality=2;slot=chest;armor=2;weapon=none;role=caster,2,107.375,0.0,107.375,107.375,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,chest,caster,quality=2;slot=chest;armor=3;weapon=none;role=caster,2,110.615,0.0,110.615,110.615,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,chest,caster,quality=2;slot=chest;armor=4;weapon=none;role=caster,3,105.32,0.0,105.32,105.32,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,chest,generic,quality=2;slot=chest;armor=1;weapon=none;role=generic,1,109.1,0.0,109.1,109.1,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,chest,generic,quality=2;slot=chest;armor=2;weapon=none;role=generic,1,107.21,0.0,107.21,107.21,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,chest,generic,quality=2;slot=chest;armor=3;weapon=none;role=generic,3,105.65,0.0,105.65,105.65,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,chest,generic,quality=2;slot=chest;armor=4;weapon=none;role=generic,4,113.655,0.0,113.655,113.655,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,chest,healer,quality=2;slot=chest;armor=1;weapon=none;role=healer,4,110.555,0.0,110.555,110.555,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,chest,healer,quality=2;slot=chest;armor=2;weapon=none;role=healer,2,108.635,0.0,108.635,108.635,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,chest,healer,quality=2;slot=chest;armor=3;weapon=none;role=healer,4,118.66,0.0,118.66,118.66,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,chest,healer,quality=2;slot=chest;armor=4;weapon=none;role=healer,1,104.11,0.0,104.11,104.11,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,chest,physical,quality=2;slot=chest;armor=2;weapon=none;role=physical,9,113.19,0.0,113.19,113.57,-0.973,0.973,0,0
burning_crusade,135-149,2,Uncommon,chest,physical,quality=2;slot=chest;armor=3;weapon=none;role=physical,7,113.0,0.0,113.0,113.095,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,chest,physical,quality=2;slot=chest;armor=4;weapon=none;role=physical,6,109.48,0.0,109.48,109.48,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,chest,tank,quality=2;slot=chest;armor=4;weapon=none;role=tank,2,115.18,0.0,115.18,115.18,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,cloak,caster,quality=2;slot=cloak;armor=1;weapon=none;role=caster,8,59.67,0.0,59.67,60.94,0.0,0.0,1,7
burning_crusade,135-149,2,Uncommon,cloak,healer,quality=2;slot=cloak;armor=1;weapon=none;role=healer,4,59.65,0.0,59.65,59.65,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,cloak,physical,quality=2;slot=cloak;armor=1;weapon=none;role=physical,8,58.03,0.0,58.03,58.03,0.0,0.0,0,6
burning_crusade,135-149,2,Uncommon,feet,caster,quality=2;slot=feet;armor=1;weapon=none;role=caster,5,77.24,0.0,77.24,77.24,0.0,0.0,0,5
burning_crusade,135-149,2,Uncommon,feet,caster,quality=2;slot=feet;armor=2;weapon=none;role=caster,3,73.53,0.0,73.53,73.53,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,feet,caster,quality=2;slot=feet;armor=3;weapon=none;role=caster,2,80.275,0.0,80.275,80.275,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,feet,caster,quality=2;slot=feet;armor=4;weapon=none;role=caster,3,76.56,0.0,76.56,76.56,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,feet,generic,quality=2;slot=feet;armor=1;weapon=none;role=generic,1,84.31,0.0,84.31,84.31,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,feet,generic,quality=2;slot=feet;armor=3;weapon=none;role=generic,6,79.96,0.0,79.96,79.96,0.0,0.0,0,6
burning_crusade,135-149,2,Uncommon,feet,generic,quality=2;slot=feet;armor=4;weapon=none;role=generic,6,76.04,0.0,76.04,76.04,0.0,0.0,0,6
burning_crusade,135-149,2,Uncommon,feet,healer,quality=2;slot=feet;armor=1;weapon=none;role=healer,4,79.15,0.0,79.15,79.15,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,feet,healer,quality=2;slot=feet;armor=2;weapon=none;role=healer,1,84.0,0.0,84.0,84.0,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,feet,healer,quality=2;slot=feet;armor=3;weapon=none;role=healer,2,90.895,0.0,90.895,90.895,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,feet,healer,quality=2;slot=feet;armor=4;weapon=none;role=healer,1,75.78,0.0,75.78,75.78,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,feet,physical,quality=2;slot=feet;armor=2;weapon=none;role=physical,8,81.08,0.0,81.08,80.05,0.0,0.0,0,5
burning_crusade,135-149,2,Uncommon,feet,physical,quality=2;slot=feet;armor=3;weapon=none;role=physical,3,76.08,0.0,76.08,76.08,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,feet,physical,quality=2;slot=feet;armor=4;weapon=none;role=physical,4,89.5,0.0,89.5,89.5,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,feet,tank,quality=2;slot=feet;armor=4;weapon=none;role=tank,1,88.48,0.0,88.48,88.48,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,finger,caster,quality=2;slot=finger;armor=0;weapon=none;role=caster,6,61.575,0.0,61.575,66.29,-2.616,2.616,0,3
burning_crusade,135-149,2,Uncommon,finger,generic,quality=2;slot=finger;armor=0;weapon=none;role=generic,5,60.06,0.0,60.06,60.06,0.0,0.0,0,5
burning_crusade,135-149,2,Uncommon,finger,healer,quality=2;slot=finger;armor=0;weapon=none;role=healer,6,63.71,0.0,63.71,65.54,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,finger,physical,quality=2;slot=finger;armor=0;weapon=none;role=physical,6,60.46,0.0,60.46,60.46,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,hands,caster,quality=2;slot=hands;armor=1;weapon=none;role=caster,5,80.52,0.0,80.52,80.52,0.0,0.0,0,5
burning_crusade,135-149,2,Uncommon,hands,caster,quality=2;slot=hands;armor=2;weapon=none;role=caster,3,76.58,0.0,76.58,76.58,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,hands,caster,quality=2;slot=hands;armor=3;weapon=none;role=caster,1,76.56,0.0,76.56,76.56,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,hands,caster,quality=2;slot=hands;armor=4;weapon=none;role=caster,2,82.3,0.0,82.3,82.3,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,hands,generic,quality=2;slot=hands;armor=1;weapon=none;role=generic,4,83.33,0.0,83.33,83.33,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,hands,generic,quality=2;slot=hands;armor=2;weapon=none;role=generic,2,73.625,0.0,73.625,73.625,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,hands,generic,quality=2;slot=hands;armor=3;weapon=none;role=generic,5,80.42,0.0,80.42,80.42,0.0,0.0,0,5
burning_crusade,135-149,2,Uncommon,hands,generic,quality=2;slot=hands;armor=4;weapon=none;role=generic,2,79.93,0.0,79.93,79.93,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,hands,healer,quality=2;slot=hands;armor=1;weapon=none;role=healer,3,79.12,0.0,79.12,79.12,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,hands,healer,quality=2;slot=hands;armor=2;weapon=none;role=healer,1,80.33,0.0,80.33,80.33,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,hands,healer,quality=2;slot=hands;armor=3;weapon=none;role=healer,2,87.11,0.0,87.11,87.11,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,hands,healer,quality=2;slot=hands;armor=4;weapon=none;role=healer,1,80.5,0.0,80.5,80.5,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,hands,physical,quality=2;slot=hands;armor=2;weapon=none;role=physical,7,84.09,0.0,84.09,85.82,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,hands,physical,quality=2;slot=hands;armor=3;weapon=none;role=physical,5,84.09,0.0,84.09,84.09,0.0,0.0,0,5
burning_crusade,135-149,2,Uncommon,hands,physical,quality=2;slot=hands;armor=4;weapon=none;role=physical,5,76.08,0.0,76.08,76.08,0.0,0.0,0,5
burning_crusade,135-149,2,Uncommon,hands,tank,quality=2;slot=hands;armor=4;weapon=none;role=tank,1,88.13,0.0,88.13,88.13,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,head,caster,quality=2;slot=head;armor=1;weapon=none;role=caster,6,110.03,0.0,110.03,110.627,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,head,caster,quality=2;slot=head;armor=2;weapon=none;role=caster,1,105.43,0.0,105.43,105.43,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,head,caster,quality=2;slot=head;armor=3;weapon=none;role=caster,3,105.11,0.0,105.11,105.11,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,head,caster,quality=2;slot=head;armor=4;weapon=none;role=caster,2,109.88,0.0,109.88,109.88,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,head,generic,quality=2;slot=head;armor=1;weapon=none;role=generic,2,103.675,0.0,103.675,103.675,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,head,generic,quality=2;slot=head;armor=2;weapon=none;role=generic,8,114.7,0.0,114.7,114.7,0.0,0.0,0,8
burning_crusade,135-149,2,Uncommon,head,generic,quality=2;slot=head;armor=3;weapon=none;role=generic,4,114.065,0.0,114.065,114.065,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,head,generic,quality=2;slot=head;armor=4;weapon=none;role=generic,6,105.355,0.0,105.355,105.355,0.0,0.0,0,6
burning_crusade,135-149,2,Uncommon,head,healer,quality=2;slot=head;armor=1;weapon=none;role=healer,7,113.37,0.0,113.37,113.485,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,head,healer,quality=2;slot=head;armor=4;weapon=none;role=healer,1,116.06,0.0,116.06,116.06,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,head,physical,quality=2;slot=head;armor=2;weapon=none;role=physical,3,105.0,0.0,105.0,105.0,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,head,physical,quality=2;slot=head;armor=3;weapon=none;role=physical,5,105.15,0.0,105.15,105.15,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,head,physical,quality=2;slot=head;armor=4;weapon=none;role=physical,2,109.56,0.0,109.56,109.56,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,head,tank,quality=2;slot=head;armor=4;weapon=none;role=tank,1,117.17,0.0,117.17,117.17,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,held_in_off_hand,caster,quality=2;slot=held_in_off_hand;armor=0;weapon=none;role=caster,5,53.08,0.0,53.08,53.08,0.0,0.0,0,5
burning_crusade,135-149,2,Uncommon,held_in_off_hand,generic,quality=2;slot=held_in_off_hand;armor=0;weapon=none;role=generic,1,53.0,0.0,53.0,53.0,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,held_in_off_hand,healer,quality=2;slot=held_in_off_hand;armor=0;weapon=none;role=healer,2,56.57,0.0,56.57,56.57,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,legs,caster,quality=2;slot=legs;armor=1;weapon=none;role=caster,5,105.73,0.0,105.73,105.73,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,legs,caster,quality=2;slot=legs;armor=2;weapon=none;role=caster,3,113.53,0.0,113.53,113.53,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,legs,caster,quality=2;slot=legs;armor=3;weapon=none;role=caster,3,109.28,0.0,109.28,109.28,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,legs,caster,quality=2;slot=legs;armor=4;weapon=none;role=caster,4,110.81,0.0,110.81,110.81,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,legs,generic,quality=2;slot=legs;armor=1;weapon=none;role=generic,4,87.61,0.0,87.61,87.61,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,legs,generic,quality=2;slot=legs;armor=2;weapon=none;role=generic,6,114.69,0.0,114.69,114.69,0.0,0.0,0,6
burning_crusade,135-149,2,Uncommon,legs,generic,quality=2;slot=legs;armor=3;weapon=none;role=generic,4,108.435,0.0,108.435,108.435,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,legs,generic,quality=2;slot=legs;armor=4;weapon=none;role=generic,5,105.15,0.0,105.15,105.15,0.0,0.0,0,5
burning_crusade,135-149,2,Uncommon,legs,healer,quality=2;slot=legs;armor=1;weapon=none;role=healer,3,114.62,0.0,114.62,114.62,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,legs,healer,quality=2;slot=legs;armor=2;weapon=none;role=healer,1,103.71,0.0,103.71,103.71,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,legs,healer,quality=2;slot=legs;armor=3;weapon=none;role=healer,1,126.04,0.0,126.04,126.04,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,legs,physical,quality=2;slot=legs;armor=2;weapon=none;role=physical,6,108.645,0.0,108.645,108.645,0.0,0.0,0,4
burning_crusade,135-149,2,Uncommon,legs,physical,quality=2;slot=legs;armor=3;weapon=none;role=physical,6,106.645,0.0,106.645,106.645,0.0,0.0,0,5
burning_crusade,135-149,2,Uncommon,legs,physical,quality=2;slot=legs;armor=4;weapon=none;role=physical,4,114.06,0.0,114.06,129.51,-11.69,11.69,0,1
burning_crusade,135-149,2,Uncommon,legs,tank,quality=2;slot=legs;armor=4;weapon=none;role=tank,1,116.22,0.0,116.22,116.22,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,neck,caster,quality=2;slot=neck;armor=0;weapon=none;role=caster,6,60.24,0.0,60.24,60.24,0.0,0.0,0,6
burning_crusade,135-149,2,Uncommon,neck,generic,quality=2;slot=neck;armor=0;weapon=none;role=generic,3,58.19,0.0,58.19,58.19,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,neck,healer,quality=2;slot=neck;armor=0;weapon=none;role=healer,2,68.4,0.0,72.4,72.4,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,neck,physical,quality=2;slot=neck;armor=0;weapon=none;role=physical,7,58.08,0.0,58.08,58.08,0.0,0.0,0,5
burning_crusade,135-149,2,Uncommon,ranged,caster,quality=2;slot=ranged;armor=none;weapon=ranged:caster;role=caster,3,11.0,21.5,11.0,11.0,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,ranged,caster,quality=2;slot=ranged;armor=none;weapon=ranged:wand;role=caster,1,31.43,0.0,31.43,31.43,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,ranged,generic,quality=2;slot=ranged;armor=none;weapon=ranged:bow_gun_crossbow;role=generic,3,28.0,0.0,28.0,28.0,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,ranged,generic,quality=2;slot=ranged;armor=none;weapon=ranged:thrown;role=generic,3,28.0,0.0,28.0,28.0,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,ranged,generic,quality=2;slot=ranged;armor=none;weapon=ranged:wand;role=generic,2,28.875,0.0,28.875,28.875,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,ranged,healer,quality=2;slot=ranged;armor=none;weapon=ranged:caster;role=healer,2,11.5,17.63,11.5,11.5,0.0,0.0,0,2
burning_crusade,135-149,2,Uncommon,ranged,healer,quality=2;slot=ranged;armor=none;weapon=ranged:wand;role=healer,3,34.0,0.0,34.0,34.0,0.0,0.0,0,3
burning_crusade,135-149,2,Uncommon,ranged,physical,quality=2;slot=ranged;armor=none;weapon=ranged:bow_gun_crossbow;role=physical,11,28.0,0.0,28.0,28.5,-1.754,1.754,4,4
burning_crusade,135-149,2,Uncommon,ranged,tank,quality=2;slot=ranged;armor=none;weapon=ranged:bow_gun_crossbow;role=tank,1,28.1,0.0,28.1,28.1,0.0,0.0,0,1
burning_crusade,135-149,2,Uncommon,shield,tank,quality=2;slot=shield;armor=shield;weapon=shield;role=tank,7,60.15,0.0,60.15,60.15,0.0,0.0,0,6
