entry,name,class,subclass,subclass_label,inventory_type,inventory_label,slot_key,quality,quality_label,required_level,item_level,old_armor,new_armor,old_damage_min,old_damage_max,new_damage_min,new_damage_max,old_dps,new_dps,old_stat_list,new_stat_list,old_weighted_budget,new_weighted_budget,socket_budget,target_budget,target_visible_budget,percent_over_under_before,percent_over_under_after,action,skip_reasons,warnings
28855,High Warlord's Plate Shoulders,4,4,Plate,3,Shoulder,shoulder,3,Rare,70,115,873,873,0.0,0.0,0.0,0.0,0.0,0.0,"+36 Stamina, +14 Strength, +17 Crit Rating, +13 Resilience Rating","+11 Stamina, +4 Strength, +5 Crit Rating, +4 Resilience Rating",68.12,20.37,16.0,36.49921520888588,20.49921520888588,130.47070880450232,-0.3540218827894587,report-only,,socket budget counted; socket colors and socket bonus unchanged; itemset ignored and left unchanged; armor median from 20 sample(s) within 10 ilvl
28856,High Warlord's Satin Gloves,4,1,Cloth,10,Hands,hands,3,Rare,70,115,97,97,0.0,0.0,0.0,0.0,0.0,0.0,"+33 Stamina, +15 Intellect, +14 Resilience Rating, +25 Spell Power","+17 Stamina, +8 Intellect, +7 Resilience Rating, +13 Spell Power",72.61,37.57,0.0,36.49921520888588,36.49921520888588,98.93578419275933,2.9337200402419468,report-only,,spell payload ignored and left unchanged; itemset ignored and left unchanged; armor median from 22 sample(s) within 10 ilvl
28857,High Warlord's Satin Hood,4,1,Cloth,1,Head,head,3,Rare,70,115,127,127,0.0,0.0,0.0,0.0,0.0,0.0,"+46 Stamina, +19 Intellect, +19 Resilience Rating, +18 Spell Power","+16 Stamina, +7 Intellect, +7 Resilience Rating, +6 Spell Power",84.3,29.88,20.0,49.32326379579173,29.323263795791732,111.46208091950899,1.1287497244976807,report-only,,socket budget counted; socket colors and socket bonus unchanged; itemset ignored and left unchanged; armor median from 27 sample(s) within 10 ilvl
28858,High Warlord's Satin Leggings,4,1,Cloth,7,Legs,legs,3,Rare,70,115,136,136,0.0,0.0,0.0,0.0,0.0,0.0,"+46 Stamina, +23 Intellect, +23 Resilience Rating, +36 Spell Power","+21 Stamina, +11 Intellect, +11 Resilience Rating, +16 Spell Power",107.78,49.83,0.0,49.32326379579173,49.32326379579173,118.51757508633443,1.0273776818708846,report-only,,itemset ignored and left unchanged; armor median from 25 sample(s) within 10 ilvl
28859,High Warlord's Satin Mantle,4,1,Cloth,3,Shoulder,shoulder,3,Rare,70,115,117,117,0.0,0.0,0.0,0.0,0.0,0.0,"+33 Stamina, +17 Intellect, +17 Resilience Rating, +15 Spell Power","+10 Stamina, +5 Intellect, +5 Resilience Rating, +4 Spell Power",69.01,20.14,16.0,36.49921520888588,20.49921520888588,132.9091173974173,-0.9841724180371578,report-only,,socket budget counted; socket colors and socket bonus unchanged; itemset ignored and left unchanged; armor median from 22 sample(s) within 10 ilvl
28860,High Warlord's Satin Robe,4,1,Cloth,20,Robe,chest,3,Rare,70,115,156,156,0.0,0.0,0.0,0.0,0.0,0.0,"+46 Stamina, +15 Intellect, +15 Resilience Rating, +27 Spell Power","+13 Stamina, +5 Intellect, +5 Resilience Rating, +8 Spell Power",84.03999999999999,25.59,24.0,49.32326379579173,25.323263795791732,119.04470970799377,0.5407918772622453,report-only,,socket budget counted; socket colors and socket bonus unchanged; itemset ignored and left unchanged; armor median from 29 sample(s) within 10 ilvl
28861,High Warlord's Scaled Chestpiece,4,4,Plate,5,Chest,chest,3,Rare,70,115,1164,1164,0.0,0.0,0.0,0.0,0.0,0.0,"+42 Stamina, +12 Intellect, +13 Crit Rating, +27 Strength, +14 Resilience Rating","+12 Stamina, +3 Intellect, +3 Crit Rating, +7 Strength, +4 Resilience Rating",94.14,25.04,24.0,49.32326379579173,25.323263795791732,139.5218623186078,-0.5743005916325855,report-only,,socket budget counted; socket colors and socket bonus unchanged; itemset ignored and left unchanged; armor median from 25 sample(s) within 10 ilvl
28862,High Warlord's Scaled Gauntlets,4,4,Plate,10,Hands,hands,3,Rare,70,115,728,728,0.0,0.0,0.0,0.0,0.0,0.0,"+25 Stamina, +12 Intellect, +12 Crit Rating, +28 Strength, +12 Resilience Rating","+11 Stamina, +5 Intellect, +5 Crit Rating, +14 Strength, +5 Resilience Rating",80.75,36.370000000000005,0.0,36.49921520888588,36.49921520888588,121.23763357065576,-0.3540218827894587,report-only,,spell payload ignored and left unchanged; itemset ignored and left unchanged; armor median from 27 sample(s) within 10 ilvl
28863,High Warlord's Scaled Helm,4,4,Plate,1,Head,head,3,Rare,70,115,946,946,0.0,0.0,0.0,0.0,0.0,0.0,"+30 Stamina, +16 Intellect, +13 Crit Rating, +28 Strength, +14 Resilience Rating","+10 Stamina, +5 Intellect, +4 Crit Rating, +9 Strength, +5 Resilience Rating",91.1,29.7,20.0,49.32326379579173,29.323263795791732,125.24867871675407,0.7638103710412085,report-only,,socket budget counted; socket colors and socket bonus unchanged; itemset ignored and left unchanged; armor median from 25 sample(s) within 10 ilvl
28864,High Warlord's Scaled Legguards,4,4,Plate,7,Legs,legs,3,Rare,70,115,1019,1019,0.0,0.0,0.0,0.0,0.0,0.0,"+42 Stamina, +16 Intellect, +16 Crit Rating, +36 Strength, +16 Resilience Rating","+18 Stamina, +7 Intellect, +7 Crit Rating, +16 Strength, +7 Resilience Rating",112.14,49.06,0.0,49.32326379579173,49.32326379579173,127.35721720339157,-0.5337517745818584,report-only,,itemset ignored and left unchanged; armor median from 24 sample(s) within 10 ilvl
28865,High Warlord's Scaled Shoulders,4,4,Plate,3,Shoulder,shoulder,3,Rare,70,115,873,873,0.0,0.0,0.0,0.0,0.0,0.0,"+33 Stamina, +8 Intellect, +9 Crit Rating, +25 Strength, +10 Resilience Rating","+9 Stamina, +2 Intellect, +2 Crit Rating, +7 Strength, +3 Resilience Rating",74.11,20.03,16.0,36.49921520888588,20.49921520888588,146.88202057030082,-1.2855487609817027,report-only,,socket budget counted; socket colors and socket bonus unchanged; itemset ignored and left unchanged; armor median from 20 sample(s) within 10 ilvl
28866,High Warlord's Silk Amice,4,1,Cloth,3,Shoulder,shoulder,3,Rare,70,115,117,117,0.0,0.0,0.0,0.0,0.0,0.0,"+21 Stamina, +16 Intellect, +15 Resilience Rating, +8 Crit Rating, +25 Spell Power","+6 Stamina, +4 Intellect, +4 Resilience Rating, +2 Crit Rating, +7 Spell Power",74.57,20.04,16.0,36.49921520888588,20.49921520888588,148.14232164079618,-1.258150911623113,report-only,,socket budget counted; socket colors and socket bonus unchanged; itemset ignored and left unchanged; armor median from 22 sample(s) within 10 ilvl
28867,High Warlord's Silk Cowl,4,1,Cloth,1,Head,head,3,Rare,70,115,127,127,0.0,0.0,0.0,0.0,0.0,0.0,"+39 Stamina, +16 Intellect, +17 Crit Rating, +19 Resilience Rating, +23 Spell Power","+12 Stamina, +5 Intellect, +5 Crit Rating, +6 Resilience Rating, +7 Spell Power",97.91,30.06,20.0,49.32326379579173,29.323263795791732,139.0555509225245,1.493689077954182,report-only,,socket budget counted; socket colors and socket bonus unchanged; itemset ignored and left unchanged; armor median from 27 sample(s) within 10 ilvl
28868,High Warlord's Silk Handguards,4,1,Cloth,10,Hands,hands,3,Rare,70,115,97,97,0.0,0.0,0.0,0.0,0.0,0.0,"+33 Stamina, +12 Intellect, +17 Crit Rating, +17 Resilience Rating, +19 Spell Power","+15 Stamina, +5 Intellect, +7 Crit Rating, +7 Resilience Rating, +8 Spell Power",84.45,35.93,0.0,36.49921520888588,36.49921520888588,131.37483783333596,-1.5595272545676582,report-only,,spell payload ignored and left unchanged; itemset ignored and left unchanged; armor median from 22 sample(s) within 10 ilvl
28869,High Warlord's Silk Raiment,4,1,Cloth,20,Robe,chest,3,Rare,70,115,156,156,0.0,0.0,0.0,0.0,0.0,0.0,"+42 Stamina, +15 Intellect, +17 Crit Rating, +18 Resilience Rating, +23 Spell Power","+11 Stamina, +4 Intellect, +4 Crit Rating, +5 Resilience Rating, +6 Spell Power",97.92,25.53,24.0,49.32326379579173,25.323263795791732,147.18558874119404,0.4191454261100782,report-only,,socket budget counted; socket colors and socket bonus unchanged; itemset ignored and left unchanged; armor median from 29 sample(s) within 10 ilvl
28870,High Warlord's Silk Trousers,4,1,Cloth,7,Legs,legs,3,Rare,70,115,136,136,0.0,0.0,0.0,0.0,0.0,0.0,"+42 Stamina, +22 Intellect, +22 Crit Rating, +22 Resilience Rating, +33 Spell Power","+17 Stamina, +9 Intellect, +9 Crit Rating, +9 Resilience Rating, +13 Spell Power",122.52,49.57,0.0,49.32326379579173,49.32326379579173,148.40205325271566,0.5002430602115181,report-only,,itemset ignored and left unchanged; armor median from 25 sample(s) within 10 ilvl
28871,High Warlord's Wyrmhide Gloves,4,2,Leather,10,Hands,hands,3,Rare,70,115,213,183,0.0,0.0,0.0,0.0,0.0,0.0,"+22 Stamina, +15 Intellect, +13 Resilience Rating, +32 Spell Power, +6 Mana per 5 sec","+9 Stamina, +6 Intellect, +6 Resilience Rating, +14 Spell Power, +3 Mana per 5 sec",85.26,37.57,0.0,36.49921520888588,36.49921520888588,133.5940636313822,2.9337200402419468,report-only,,spell payload ignored and left unchanged; itemset ignored and left unchanged; armor median from 24 sample(s) within 10 ilvl
28872,High Warlord's Wyrmhide Helm,4,2,Leather,1,Head,head,3,Rare,70,115,267,237,0.0,0.0,0.0,0.0,0.0,0.0,"+21 Stamina, +18 Intellect, +17 Resilience Rating, +34 Spell Power, +6 Mana per 5 sec","+7 Stamina, +6 Intellect, +5 Resilience Rating, +11 Spell Power, +2 Mana per 5 sec",93.31,30.15,20.0,49.32326379579173,29.323263795791732,129.72932300085873,1.6761587546824182,report-only,,socket budget counted; socket colors and socket bonus unchanged; itemset ignored and left unchanged; armor median from 27 sample(s) within 10 ilvl
28873,High Warlord's Wyrmhide Legguards,4,2,Leather,7,Legs,legs,3,Rare,70,115,306,256,0.0,0.0,0.0,0.0,0.0,0.0,"+33 Stamina, +22 Intellect, +20 Resilience Rating, +39 Spell Power, +10 Mana per 5 sec","+13 Stamina, +9 Intellect, +8 Resilience Rating, +16 Spell Power, +4 Mana per 5 sec",122.65,49.47,0.0,49.32326379579173,49.32326379579173,148.66562056354536,0.2974989749579112,report-only,,itemset ignored and left unchanged; armor median from 32 sample(s) within 10 ilvl
28874,High Warlord's Wyrmhide Spaulders,4,2,Leather,3,Shoulder,shoulder,3,Rare,70,115,249,219,0.0,0.0,0.0,0.0,0.0,0.0,"+33 Stamina, +16 Intellect, +17 Resilience Rating, +14 Spell Power, +3 Mana per 5 sec","+9 Stamina, +4 Intellect, +5 Resilience Rating, +4 Spell Power, +1 Mana per 5 sec",74.65,20.970000000000002,16.0,36.49921520888588,20.49921520888588,148.36150443566498,1.2898490787262342,report-only,,socket budget counted; socket colors and socket bonus unchanged; itemset ignored and left unchanged; armor median from 24 sample(s) within 10 ilvl
28875,High Warlord's Wyrmhide Tunic,4,2,Leather,5,Chest,chest,3,Rare,70,115,322,292,0.0,0.0,0.0,0.0,0.0,0.0,"+33 Stamina, +17 Intellect, +18 Resilience Rating, +22 Spell Power, +6 Mana per 5 sec","+8 Stamina, +5 Intellect, +5 Resilience Rating, +6 Spell Power, +2 Mana per 5 sec",91.03,25.52,24.0,49.32326379579173,25.323263795791732,133.2165212672207,0.3988710175847075,report-only,,socket budget counted; socket colors and socket bonus unchanged; itemset ignored and left unchanged; armor median from 17 sample(s) within 10 ilvl
28917,High Warlord's Bonegrinder,2,5,Two-hand Mace,17,Two-hand Weapon,weapon_two_hand,3,Rare,70,115,0,0,268.0,403.0,268.0,403.0,93.19444444444444,93.19444444444444,"+42 Stamina, +28 Strength, +28 Crit Rating, +19 Resilience Rating, +18 Hit Rating","+31 Stamina, +21 Strength, +21 Crit Rating, +14 Resilience Rating, +13 Hit Rating",121.14,89.77,0.0,88.78187483242512,88.78187483242512,36.446769375675515,1.1129807400890719,report-only,,weapon DPS median from 8 sample(s) within 10 ilvl
28918,High Warlord's Decapitator,2,1,Two-hand Axe,17,Two-hand Weapon,weapon_two_hand,3,Rare,70,115,0,0,268.0,403.0,268.0,403.0,93.19444444444444,93.19444444444444,"+42 Stamina, +28 Crit Rating, +19 Resilience Rating, +18 Hit Rating, +56 Attack Power","+31 Stamina, +21 Crit Rating, +14 Resilience Rating, +13 Hit Rating, +41 Attack Power",121.14,89.27,0.0,88.78187483242512,88.78187483242512,36.446769375675515,0.5498027254957274,report-only,,weapon DPS median from 11 sample(s) within 10 ilvl
28919,High Warlord's Maul,2,5,Two-hand Mace,17,Two-hand Weapon,weapon_two_hand,3,Rare,70,115,0,0,158.92,293.92,236.0,436.0,62.894444444444446,93.33333333333333,"+42 Stamina, +28 Strength, +28 Crit Rating, +19 Resilience Rating, +18 Hit Rating, +539 Attack Power","+10 Stamina, +6 Strength, +6 Crit Rating, +4 Resilience Rating, +4 Hit Rating, +123 Attack Power",390.64,88.2,0.0,88.78187483242512,88.78187483242512,339.9997192414882,-0.6553982257340222,report-only,,weapon DPS median from 8 sample(s) within 10 ilvl
28920,High Warlord's Cleaver,2,0,Axe,13,One-hand Weapon,weapon_one_hand,3,Rare,70,115,0,0,149.0,224.0,149.0,224.0,71.73076923076923,71.73076923076923,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+16 Stamina, +12 Crit Rating, +8 Resilience Rating, +7 Hit Rating, +23 Attack Power",55.06,49.22,0.0,49.32326379579173,49.32326379579173,11.630893340634383,-0.20936123817609886,report-only,,weapon DPS median from 9 sample(s) within 10 ilvl
28921,High Warlord's Hacker,2,0,Axe,13,One-hand Weapon,weapon_one_hand,3,Rare,70,115,0,0,103.0,155.0,103.0,155.0,71.66666666666667,71.66666666666667,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+16 Stamina, +12 Crit Rating, +8 Resilience Rating, +7 Hit Rating, +23 Attack Power",55.06,49.22,0.0,49.32326379579173,49.32326379579173,11.630893340634383,-0.20936123817609886,report-only,,weapon DPS median from 9 sample(s) within 10 ilvl
28922,High Warlord's Left Ripper,2,13,Fist,22,Off-hand Weapon,weapon_off_hand,3,Rare,70,115,0,0,90.0,168.0,90.0,168.0,71.66666666666667,71.66666666666667,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+9 Stamina, +6 Crit Rating, +5 Resilience Rating, +4 Hit Rating, +13 Attack Power",55.06,27.53,0.0,27.621027725643373,27.621027725643373,99.34088096541852,-0.32955951729073935,report-only,,weapon DPS median from 4 sample(s) within 20 ilvl
28923,High Warlord's Painsaw,2,6,Polearm,17,Two-hand Weapon,weapon_two_hand,3,Rare,70,115,0,0,164.0,246.0,164.0,246.0,93.18181818181817,93.18181818181817,"+42 Stamina, +28 Crit Rating, +19 Resilience Rating, +18 Hit Rating, +56 Attack Power","+31 Stamina, +21 Crit Rating, +14 Resilience Rating, +13 Hit Rating, +41 Attack Power",121.14,89.27,0.0,88.78187483242512,88.78187483242512,36.446769375675515,0.5498027254957274,report-only,,weapon DPS median from 7 sample(s) within 10 ilvl
28924,High Warlord's Bonecracker,2,4,Mace,13,One-hand Weapon,weapon_one_hand,3,Rare,70,115,0,0,103.0,155.0,103.0,155.0,71.66666666666667,71.66666666666667,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+16 Stamina, +12 Crit Rating, +8 Resilience Rating, +7 Hit Rating, +23 Attack Power",55.06,49.22,0.0,49.32326379579173,49.32326379579173,11.630893340634383,-0.20936123817609886,report-only,,weapon DPS median from 7 sample(s) within 10 ilvl
28925,High Warlord's Pummeler,2,4,Mace,13,One-hand Weapon,weapon_one_hand,3,Rare,70,115,0,0,149.0,224.0,149.0,224.0,71.73076923076923,71.73076923076923,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+16 Stamina, +12 Crit Rating, +8 Resilience Rating, +7 Hit Rating, +23 Attack Power",55.06,49.22,0.0,49.32326379579173,49.32326379579173,11.630893340634383,-0.20936123817609886,report-only,,weapon DPS median from 7 sample(s) within 10 ilvl
28926,High Warlord's Quickblade,2,7,Sword,13,One-hand Weapon,weapon_one_hand,3,Rare,70,115,0,0,103.0,155.0,103.0,155.0,71.66666666666667,71.66666666666667,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+16 Stamina, +12 Crit Rating, +8 Resilience Rating, +7 Hit Rating, +23 Attack Power",55.06,49.22,0.0,49.32326379579173,49.32326379579173,11.630893340634383,-0.20936123817609886,report-only,,weapon DPS median from 9 sample(s) within 10 ilvl
28928,High Warlord's Right Ripper,2,13,Fist,21,Main-hand Weapon,weapon_main_hand,3,Rare,70,115,0,0,130.0,243.0,130.0,243.0,71.73076923076923,71.73076923076923,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+16 Stamina, +12 Crit Rating, +8 Resilience Rating, +7 Hit Rating, +23 Attack Power",55.06,49.22,0.0,49.32326379579173,49.32326379579173,11.630893340634383,-0.20936123817609886,report-only,,weapon DPS median from 4 sample(s) within 10 ilvl
28929,High Warlord's Shanker,2,15,Dagger,13,One-hand Weapon,weapon_one_hand,3,Rare,70,115,0,0,103.0,155.0,103.0,155.0,71.66666666666667,71.66666666666667,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+16 Stamina, +12 Crit Rating, +8 Resilience Rating, +7 Hit Rating, +23 Attack Power",55.06,49.22,0.0,49.32326379579173,49.32326379579173,11.630893340634383,-0.20936123817609886,report-only,,weapon DPS median from 16 sample(s) within 10 ilvl
28930,High Warlord's Shiv,2,15,Dagger,13,One-hand Weapon,weapon_one_hand,3,Rare,70,115,0,0,80.0,121.0,80.0,121.0,71.78571428571429,71.78571428571429,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+16 Stamina, +12 Crit Rating, +8 Resilience Rating, +7 Hit Rating, +23 Attack Power",55.06,49.22,0.0,49.32326379579173,49.32326379579173,11.630893340634383,-0.20936123817609886,report-only,,weapon DPS median from 16 sample(s) within 10 ilvl
28931,High Warlord's Spellblade,2,15,Dagger,21,Main-hand Weapon,weapon_main_hand,3,Rare,70,115,0,0,31.52,100.52,32.0,101.0,41.262499999999996,41.5625,"+18 Stamina, +13 Intellect, +13 Resilience Rating, +13 Hit Rating, +121 Spell Power","+6 Stamina, +4 Intellect, +4 Resilience Rating, +4 Hit Rating, +38 Spell Power",155.12,48.7,0.0,49.32326379579173,49.32326379579173,214.49662504539057,-1.2636304814948318,report-only,,weapon DPS median from 5 sample(s) within 10 ilvl
28933,High Warlord's Heavy Crossbow,2,18,Crossbow,26,Ranged,ranged,3,Rare,70,115,0,0,170.0,255.0,170.0,255.0,66.40625,66.40625,"+12 Stamina, +9 Crit Rating, +9 Resilience Rating, +22 Attack Power","+16 Stamina, +12 Crit Rating, +12 Resilience Rating, +29 Attack Power",37.04,49.22,0.0,49.32326379579173,49.32326379579173,-24.90359082206507,-0.20936123817609886,report-only,,weapon damage unchanged: not enough comparable physical weapon samples
28935,High Warlord's War Staff,2,10,Staff,17,Two-hand Weapon,weapon_two_hand,3,Rare,70,115,0,0,133.1,245.1,133.0,244.0,63.03333333333333,62.833333333333336,"+40 Stamina, +20 Hit Rating, +30 Crit Rating, +20 Resilience Rating, +30 Intellect, +121 Spell Power","+15 Stamina, +8 Hit Rating, +12 Crit Rating, +8 Resilience Rating, +12 Intellect, +47 Spell Power",230.86,90.47,0.0,88.78187483242512,88.78187483242512,160.03055289803908,1.9014299605197575,report-only,,weapon DPS median from 17 sample(s) within 10 ilvl
28937,High Warlord's Slicer,2,7,Sword,13,One-hand Weapon,weapon_one_hand,3,Rare,70,115,0,0,149.0,224.0,149.0,224.0,71.73076923076923,71.73076923076923,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+16 Stamina, +12 Crit Rating, +8 Resilience Rating, +7 Hit Rating, +23 Attack Power",55.06,49.22,0.0,49.32326379579173,49.32326379579173,11.630893340634383,-0.20936123817609886,report-only,,weapon DPS median from 9 sample(s) within 10 ilvl
28938,High Warlord's Battletome,4,0,Misc,23,Held in Off-hand,held_in_off_hand,3,Rare,70,115,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"+18 Stamina, +12 Intellect, +12 Resilience Rating, +14 Spell Power","+10 Stamina, +7 Intellect, +7 Resilience Rating, +8 Spell Power",48.1,27.58,0.0,27.621027725643373,27.621027725643373,74.1426875124706,-0.14853801260003177,report-only,,
28939,High Warlord's Barricade,4,6,Shield,14,Shield,shield,3,Rare,70,115,3806,3759,0.0,0.0,0.0,0.0,0.0,0.0,"+36 Stamina, +23 Resilience Rating","+28 Stamina, +18 Resilience Rating",47.120000000000005,36.760000000000005,0.0,36.49921520888588,36.49921520888588,29.098666177700316,0.7144942421957534,report-only,,armor median from 12 sample(s) within 10 ilvl
28940,Grand Marshal's Barricade,4,6,Shield,14,Shield,shield,3,Rare,70,115,3806,3759,0.0,0.0,0.0,0.0,0.0,0.0,"+36 Stamina, +23 Resilience Rating","+28 Stamina, +18 Resilience Rating",47.120000000000005,36.760000000000005,0.0,36.49921520888588,36.49921520888588,29.098666177700316,0.7144942421957534,report-only,,armor median from 12 sample(s) within 10 ilvl
28941,Grand Marshal's Battletome,4,0,Misc,23,Held in Off-hand,held_in_off_hand,3,Rare,70,115,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"+18 Stamina, +12 Intellect, +12 Resilience Rating, +14 Spell Power","+10 Stamina, +7 Intellect, +7 Resilience Rating, +8 Spell Power",48.1,27.58,0.0,27.621027725643373,27.621027725643373,74.1426875124706,-0.14853801260003177,report-only,,
28942,Grand Marshal's Bonegrinder,2,5,Two-hand Mace,17,Two-hand Weapon,weapon_two_hand,3,Rare,70,115,0,0,268.0,403.0,268.0,403.0,93.19444444444444,93.19444444444444,"+42 Stamina, +28 Strength, +28 Crit Rating, +19 Resilience Rating, +18 Hit Rating","+31 Stamina, +21 Strength, +21 Crit Rating, +14 Resilience Rating, +13 Hit Rating",121.14,89.77,0.0,88.78187483242512,88.78187483242512,36.446769375675515,1.1129807400890719,report-only,,weapon DPS median from 8 sample(s) within 10 ilvl
28943,Grand Marshal's Warblade,2,8,Two-hand Sword,17,Two-hand Weapon,weapon_two_hand,3,Rare,70,115,0,0,268.0,403.0,268.0,403.0,93.19444444444444,93.19444444444444,"+42 Stamina, +28 Crit Rating, +19 Resilience Rating, +28 Strength, +18 Hit Rating","+31 Stamina, +21 Crit Rating, +14 Resilience Rating, +21 Strength, +13 Hit Rating",121.14,89.77,0.0,88.78187483242512,88.78187483242512,36.446769375675515,1.1129807400890719,report-only,,weapon DPS median from 4 sample(s) within 10 ilvl
28944,Grand Marshal's Cleaver,2,0,Axe,13,One-hand Weapon,weapon_one_hand,3,Rare,70,115,0,0,149.0,224.0,149.0,224.0,71.73076923076923,71.73076923076923,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+16 Stamina, +12 Crit Rating, +8 Resilience Rating, +7 Hit Rating, +23 Attack Power",55.06,49.22,0.0,49.32326379579173,49.32326379579173,11.630893340634383,-0.20936123817609886,report-only,,weapon DPS median from 9 sample(s) within 10 ilvl
28945,Grand Marshal's Decapitator,2,1,Two-hand Axe,17,Two-hand Weapon,weapon_two_hand,3,Rare,70,115,0,0,268.0,403.0,268.0,403.0,93.19444444444444,93.19444444444444,"+42 Stamina, +28 Crit Rating, +19 Resilience Rating, +18 Hit Rating, +56 Attack Power","+31 Stamina, +21 Crit Rating, +14 Resilience Rating, +13 Hit Rating, +41 Attack Power",121.14,89.27,0.0,88.78187483242512,88.78187483242512,36.446769375675515,0.5498027254957274,report-only,,weapon DPS median from 11 sample(s) within 10 ilvl
28946,Grand Marshal's Hacker,2,0,Axe,13,One-hand Weapon,weapon_one_hand,3,Rare,70,115,0,0,103.0,155.0,103.0,155.0,71.66666666666667,71.66666666666667,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+16 Stamina, +12 Crit Rating, +8 Resilience Rating, +7 Hit Rating, +23 Attack Power",55.06,49.22,0.0,49.32326379579173,49.32326379579173,11.630893340634383,-0.20936123817609886,report-only,,weapon DPS median from 9 sample(s) within 10 ilvl
28947,Grand Marshal's Left Ripper,2,13,Fist,22,Off-hand Weapon,weapon_off_hand,3,Rare,70,115,0,0,90.0,168.0,90.0,168.0,71.66666666666667,71.66666666666667,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+9 Stamina, +6 Crit Rating, +5 Resilience Rating, +4 Hit Rating, +13 Attack Power",55.06,27.53,0.0,27.621027725643373,27.621027725643373,99.34088096541852,-0.32955951729073935,report-only,,weapon DPS median from 4 sample(s) within 20 ilvl
28948,Grand Marshal's Maul,2,5,Two-hand Mace,17,Two-hand Weapon,weapon_two_hand,3,Rare,70,115,0,0,158.92,293.92,236.0,436.0,62.894444444444446,93.33333333333333,"+42 Stamina, +28 Strength, +28 Crit Rating, +19 Resilience Rating, +18 Hit Rating, +539 Attack Power","+10 Stamina, +6 Strength, +6 Crit Rating, +4 Resilience Rating, +4 Hit Rating, +123 Attack Power",390.64,88.2,0.0,88.78187483242512,88.78187483242512,339.9997192414882,-0.6553982257340222,report-only,,weapon DPS median from 8 sample(s) within 10 ilvl
28949,Grand Marshal's Painsaw,2,6,Polearm,17,Two-hand Weapon,weapon_two_hand,3,Rare,70,115,0,0,164.0,246.0,164.0,246.0,93.18181818181817,93.18181818181817,"+42 Stamina, +28 Crit Rating, +19 Resilience Rating, +18 Hit Rating, +56 Attack Power","+31 Stamina, +21 Crit Rating, +14 Resilience Rating, +13 Hit Rating, +41 Attack Power",121.14,89.27,0.0,88.78187483242512,88.78187483242512,36.446769375675515,0.5498027254957274,report-only,,weapon DPS median from 7 sample(s) within 10 ilvl
28950,Grand Marshal's Bonecracker,2,4,Mace,13,One-hand Weapon,weapon_one_hand,3,Rare,70,115,0,0,103.0,155.0,103.0,155.0,71.66666666666667,71.66666666666667,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+16 Stamina, +12 Crit Rating, +8 Resilience Rating, +7 Hit Rating, +23 Attack Power",55.06,49.22,0.0,49.32326379579173,49.32326379579173,11.630893340634383,-0.20936123817609886,report-only,,weapon DPS median from 7 sample(s) within 10 ilvl
28951,Grand Marshal's Pummeler,2,4,Mace,13,One-hand Weapon,weapon_one_hand,3,Rare,70,115,0,0,149.0,224.0,149.0,224.0,71.73076923076923,71.73076923076923,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+16 Stamina, +12 Crit Rating, +8 Resilience Rating, +7 Hit Rating, +23 Attack Power",55.06,49.22,0.0,49.32326379579173,49.32326379579173,11.630893340634383,-0.20936123817609886,report-only,,weapon DPS median from 7 sample(s) within 10 ilvl
28952,Grand Marshal's Quickblade,2,7,Sword,13,One-hand Weapon,weapon_one_hand,3,Rare,70,115,0,0,103.0,155.0,103.0,155.0,71.66666666666667,71.66666666666667,"+18 Stamina, +13 Crit Rating, +9 Resilience Rating, +8 Hit Rating, +26 Attack Power","+16 Stamina, +12 Crit Rating, +8 Resilience Rating, +7 Hit Rating, +23 Attack Power",55.06,49.22,0.0,49.32326379579173,49.32326379579173,11.630893340634383,-0.20936123817609886,report-only,,weapon DPS median from 9 sample(s) within 10 ilvl
