entry,name,class,subclass,subclass_label,inventory_type,inventory_label,slot_key,role,quality,quality_label,origin_expansion,origin_label,origin_source,present_in_vanilla,present_in_tbc,present_in_wrath,pvp_family,required_level,item_level,expansion_band,ilvl_band,old_armor,new_armor,armor_peer_median,armor_sample_count,armor_peer_window,armor_classification,armor_change_percent,old_damage_min,old_damage_max,new_damage_min,new_damage_max,weapon_damage_peer_median_dps,weapon_damage_sample_count,weapon_damage_peer_window,weapon_damage_change_percent,old_dps,new_dps,old_stat_list,new_stat_list,old_weighted_budget,new_weighted_budget,special_weapon_budget,special_weapon_stat_list,socket_budget,target_budget,target_visible_budget,target_visible_budget_unclamped,target_source,target_sample_count,peer_group,peer_window,peer_p10,peer_p25,peer_p75,peer_p90,peer_outlier,sql_blocked,sql_block_reasons,percent_over_under_before,percent_over_under_after,action,skip_reasons,warnings,special_effect_flags
14371,Mystic's Robe,4,1,Cloth,20,Robe,chest,caster,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,37,37,37.0,27,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+3 Agility, +7 Intellect","+2 Agility, +6 Intellect",10.0,8.0,0.0,,0.0,6.01,8.0,6.01,peer_+/-5_ilvl,9,origin=0;quality=2;slot=chest;armor=1;weapon=none;pvp=none;role=caster,+/-5_ilvl,4.68,6.0,10.0,10.690000000000001,True,True,peer target requires 39.9% visible budget change,66.38935108153079,33.11148086522463,report-only,,SQL blocked: peer target requires 39.9% visible budget change; visible stat target clamped to +/-20% safety cap; armor unchanged: within +/-15% peer tolerance from 27 sample(s),
14562,Prospector's Chestpiece,4,2,Leather,5,Chest,chest,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,82,82,81.0,20,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+6 Agility, +3 Stamina, +4 Attack Power","+5 Agility, +2 Stamina, +4 Attack Power",10.01,8.34,0.0,,0.0,6.005,8.008000000000001,6.005,peer_+/-10_ilvl,14,origin=0;quality=2;slot=chest;armor=2;weapon=none;pvp=none;role=physical,+/-10_ilvl,2.439,2.8375,9.7625,11.014,True,True,peer target requires 40.0% visible budget change,66.69442131557037,38.8842631140716,report-only,,SQL blocked: peer target requires 40.0% visible budget change; visible stat target clamped to +/-20% safety cap; final visible stat budget adjusted to stay within +/-20% safety cap; armor unchanged: within +/-15% peer tolerance from 20 sample(s),
14567,Bristlebark Belt,4,2,Leather,6,Waist,waist,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,46,46,46.5,18,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+4 Agility, +4 Stamina","+4 Agility, +4 Stamina",6.68,6.68,0.0,,0.0,6.01,6.68,6.68,peer_+/-5_ilvl,12,origin=0;quality=2;slot=waist;armor=2;weapon=none;pvp=none;role=physical,+/-5_ilvl,5.0,5.255,6.68,8.183,False,False,,11.148086522462561,11.148086522462561,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 18 sample(s),
14568,Bristlebark Boots,4,2,Leather,8,Feet,feet,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,57,57,55.5,18,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+5 Agility, +3 Stamina","+5 Agility, +3 Stamina",7.01,7.01,0.0,,0.0,6.68,7.01,7.01,peer_+/-5_ilvl,9,origin=0;quality=2;slot=feet;armor=2;weapon=none;pvp=none;role=physical,+/-5_ilvl,3.9419999999999997,4.34,6.68,8.07,False,False,,4.940119760479043,4.940119760479043,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 18 sample(s),
14730,War Paint Chestpiece,4,3,Mail,5,Chest,chest,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,177,177,183.0,17,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+12 Attack Power, +4 Stamina","+12 Attack Power, +4 Stamina",8.68,8.68,0.0,,0.0,8.504999999999999,8.68,8.68,peer_+/-5_ilvl,10,origin=0;quality=2;slot=chest;armor=3;weapon=none;pvp=none;role=physical,+/-5_ilvl,5.91,6.51,9.9225,10.559,False,False,,2.0576131687242887,2.0576131687242887,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 17 sample(s),
14747,Hulking Gauntlets,4,3,Mail,10,Hands,hands,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,110,110,109.0,17,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+10 Attack Power, +2 Agility, +1 Stamina","+7 Attack Power, +2 Agility, +1 Stamina",7.67,6.17,0.0,,0.0,6.0,6.136,6.0,peer_+/-5_ilvl,14,origin=0;quality=2;slot=hands;armor=3;weapon=none;pvp=none;role=physical,+/-5_ilvl,3.9699999999999998,5.0,6.34,8.400000000000002,True,True,peer target requires 21.8% visible budget change,27.833333333333332,2.833333333333332,report-only,,SQL blocked: peer target requires 21.8% visible budget change; visible stat target clamped to +/-20% safety cap; armor unchanged: within +/-15% peer tolerance from 17 sample(s),
15946,Mystic's Sphere,4,0,Misc,23,Held in Off-hand,held_in_off_hand,healer,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,0,0,0.0,0,,not_armor,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+2 Stamina, +3 Spirit","+2 Stamina, +3 Spirit",4.34,4.34,0.0,,0.0,3.67,3.67,3.67,peer_+/-5_ilvl,8,origin=0;quality=2;slot=held_in_off_hand;armor=0;weapon=none;pvp=none;role=healer,+/-5_ilvl,3.0,3.255,4.5,6.204,True,False,,18.256130790190735,18.256130790190735,unchanged,,rounding remained outside configured tolerance,
17692,Horn Ring,4,0,Misc,11,Finger,finger,healer,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,0,23,classic_leveling,020-029,0,0,0.0,0,,not_armor,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+3 Stamina, +2 Spirit","+4 Stamina, +2 Spirit",4.01,4.68,0.0,,0.0,6.0,4.811999999999999,6.0,peer_+/-5_ilvl,8,origin=0;quality=2;slot=finger;armor=0;weapon=none;pvp=none;role=healer,+/-5_ilvl,4.37,4.6775,6.0024999999999995,6.3069999999999995,True,True,peer target requires 49.6% visible budget change; jewelry requires at least 10 peer samples for SQL; found 8,-33.16666666666667,-22.000000000000007,report-only,,SQL blocked: peer target requires 49.6% visible budget change; visible stat target clamped to +/-20% safety cap; SQL blocked: jewelry requires at least 10 peer samples for SQL; found 8,
20425,Advisor's Gnarled Staff,2,10,Staff,17,Two-hand Weapon,weapon_two_hand,healer,3,Rare,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,0,0,0.0,0,,not_checked,0.0,45.0,69.0,45.0,69.0,20.365,10,within 5 ilvl,0.0,19.655172413793103,19.655172413793103,"+8 Stamina, +4 Intellect, +4 Mana per 5 sec","+8 Stamina, +3 Intellect, +3 Mana per 5 sec",19.36,15.86,0.0,,0.0,16.35,16.35,16.35,peer_+/-5_ilvl,9,origin=0;quality=3;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;pvp=none;role=healer,+/-5_ilvl,13.356,15.35,18.0,18.824,True,True,weapon requires at least 10 peer samples for SQL; found 9,18.409785932721697,-2.9969418960244765,report-only,,rounding remained outside configured tolerance; final visible stat budget adjusted to stay within +/-20% safety cap; weapon DPS unchanged: within +/-15% peer tolerance from 10 sample(s); SQL blocked: weapon requires at least 10 peer samples for SQL; found 9,
20426,Advisor's Ring,4,0,Misc,11,Finger,finger,healer,3,Rare,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,0,0,0.0,0,,not_armor,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+2 Stamina, +5 Spell Power, +3 Mana per 5 sec","+2 Stamina, +5 Spell Power, +3 Mana per 5 sec",13.14,13.14,0.0,,0.0,12.075,13.14,13.14,peer_+/-10_ilvl,8,origin=0;quality=3;slot=finger;armor=0;weapon=none;pvp=none;role=healer,+/-10_ilvl,7.571,9.92,15.809999999999999,16.2,False,False,,8.819875776397526,8.819875776397526,unchanged,,normal stats unchanged: within +/-15% peer tolerance,
20427,Battle Healer's Cloak,4,1,Cloth,16,Cloak,cloak,healer,3,Rare,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,20,20,20.5,10,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+4 Stamina, +2 Spirit, +5 Spell Power","+4 Stamina, +2 Spirit, +5 Spell Power",8.98,8.98,0.0,,0.0,8.98,8.98,8.98,no_peer_skip,0,origin=0;quality=3;slot=cloak;armor=1;weapon=none;pvp=none;role=healer,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; armor unchanged: within +/-15% peer tolerance from 10 sample(s),
20428,Caretaker's Cape,4,1,Cloth,16,Cloak,cloak,healer,3,Rare,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,20,20,20.5,10,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+4 Stamina, +2 Spirit, +5 Spell Power","+4 Stamina, +2 Spirit, +5 Spell Power",8.98,8.98,0.0,,0.0,8.98,8.98,8.98,no_peer_skip,0,origin=0;quality=3;slot=cloak;armor=1;weapon=none;pvp=none;role=healer,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; armor unchanged: within +/-15% peer tolerance from 10 sample(s),
20429,Legionnaire's Band,4,0,Misc,11,Finger,finger,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,0,0,0.0,0,,not_armor,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+4 Strength, +4 Agility, +2 Stamina","+4 Strength, +4 Agility, +2 Stamina",9.34,9.34,0.0,,0.0,9.34,9.34,9.34,no_peer_skip,0,origin=0;quality=3;slot=finger;armor=0;weapon=none;pvp=none;role=physical,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples,
20430,Legionnaire's Sword,2,7,Sword,13,One-hand Weapon,weapon_one_hand,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,0,0,0.0,0,,not_checked,0.0,28.0,53.0,28.0,53.0,15.536,9,within 5 ilvl,0.0,14.999999999999998,14.999999999999998,"+4 Strength, +2 Stamina","+4 Strength, +2 Stamina",5.34,5.34,0.0,,0.0,5.68,5.34,5.34,peer_+/-5_ilvl,19,origin=0;quality=3;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;pvp=none;role=physical,+/-5_ilvl,4.208,5.34,6.175,7.0,False,False,,-5.985915492957744,-5.985915492957744,unchanged,,normal stats unchanged: within +/-15% peer tolerance; weapon DPS unchanged: within +/-15% peer tolerance from 9 sample(s),
20431,Lorekeeper's Ring,4,0,Misc,11,Finger,finger,healer,3,Rare,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,0,0,0.0,0,,not_armor,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+2 Stamina, +5 Spell Power, +3 Mana per 5 sec","+2 Stamina, +5 Spell Power, +3 Mana per 5 sec",13.14,13.14,0.0,,0.0,12.075,13.14,13.14,peer_+/-10_ilvl,8,origin=0;quality=3;slot=finger;armor=0;weapon=none;pvp=none;role=healer,+/-10_ilvl,7.571,9.92,15.809999999999999,16.2,False,False,,8.819875776397526,8.819875776397526,unchanged,,normal stats unchanged: within +/-15% peer tolerance,
20434,Lorekeeper's Staff,2,10,Staff,17,Two-hand Weapon,weapon_two_hand,healer,3,Rare,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,0,0,0.0,0,,not_checked,0.0,45.0,69.0,45.0,69.0,20.365,10,within 5 ilvl,0.0,19.655172413793103,19.655172413793103,"+8 Stamina, +4 Intellect, +4 Mana per 5 sec","+8 Stamina, +3 Intellect, +3 Mana per 5 sec",19.36,15.86,0.0,,0.0,16.35,16.35,16.35,peer_+/-5_ilvl,9,origin=0;quality=3;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;pvp=none;role=healer,+/-5_ilvl,13.356,15.35,18.0,18.824,True,True,weapon requires at least 10 peer samples for SQL; found 9,18.409785932721697,-2.9969418960244765,report-only,,rounding remained outside configured tolerance; final visible stat budget adjusted to stay within +/-20% safety cap; weapon DPS unchanged: within +/-15% peer tolerance from 10 sample(s); SQL blocked: weapon requires at least 10 peer samples for SQL; found 9,
20439,Protector's Band,4,0,Misc,11,Finger,finger,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,0,0,0.0,0,,not_armor,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+4 Strength, +4 Agility, +2 Stamina","+4 Strength, +4 Agility, +2 Stamina",9.34,9.34,0.0,,0.0,9.34,9.34,9.34,no_peer_skip,0,origin=0;quality=3;slot=finger;armor=0;weapon=none;pvp=none;role=physical,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples,
20440,Protector's Sword,2,7,Sword,13,One-hand Weapon,weapon_one_hand,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,0,0,0.0,0,,not_checked,0.0,28.0,53.0,28.0,53.0,15.536,9,within 5 ilvl,0.0,14.999999999999998,14.999999999999998,"+4 Strength, +2 Stamina","+4 Strength, +2 Stamina",5.34,5.34,0.0,,0.0,5.68,5.34,5.34,peer_+/-5_ilvl,19,origin=0;quality=3;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;pvp=none;role=physical,+/-5_ilvl,4.208,5.34,6.175,7.0,False,False,,-5.985915492957744,-5.985915492957744,unchanged,,normal stats unchanged: within +/-15% peer tolerance; weapon DPS unchanged: within +/-15% peer tolerance from 9 sample(s),
20441,Scout's Blade,2,15,Dagger,13,One-hand Weapon,weapon_one_hand,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,0,0,0.0,0,,not_checked,0.0,18.0,34.0,18.0,34.0,16.333,10,within 5 ilvl,0.0,15.294117647058824,15.294117647058824,"+4 Agility, +2 Stamina","+4 Agility, +2 Stamina",5.34,5.34,0.0,,0.0,5.68,5.34,5.34,peer_+/-5_ilvl,19,origin=0;quality=3;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;pvp=none;role=physical,+/-5_ilvl,4.208,5.34,6.175,7.0,False,False,,-5.985915492957744,-5.985915492957744,unchanged,,normal stats unchanged: within +/-15% peer tolerance; weapon DPS unchanged: within +/-15% peer tolerance from 10 sample(s),
20442,Scout's Medallion,4,0,Misc,2,Neck,neck,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,0,0,0.0,0,,not_armor,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+6 Agility, +2 Stamina","+6 Agility, +2 Stamina",7.34,7.34,0.0,,0.0,7.34,7.34,7.34,no_peer_skip,0,origin=0;quality=3;slot=neck;armor=0;weapon=none;pvp=none;role=physical,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples,
20443,Sentinel's Blade,2,15,Dagger,13,One-hand Weapon,weapon_one_hand,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,0,0,0.0,0,,not_checked,0.0,18.0,34.0,18.0,34.0,16.333,10,within 5 ilvl,0.0,15.294117647058824,15.294117647058824,"+4 Agility, +2 Stamina","+4 Agility, +2 Stamina",5.34,5.34,0.0,,0.0,5.68,5.34,5.34,peer_+/-5_ilvl,19,origin=0;quality=3;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;pvp=none;role=physical,+/-5_ilvl,4.208,5.34,6.175,7.0,False,False,,-5.985915492957744,-5.985915492957744,unchanged,,normal stats unchanged: within +/-15% peer tolerance; weapon DPS unchanged: within +/-15% peer tolerance from 10 sample(s),
20444,Sentinel's Medallion,4,0,Misc,2,Neck,neck,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,18,23,classic_leveling,020-029,0,0,0.0,0,,not_armor,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+6 Agility, +2 Stamina","+6 Agility, +2 Stamina",7.34,7.34,0.0,,0.0,7.34,7.34,7.34,no_peer_skip,0,origin=0;quality=3;slot=neck;armor=0;weapon=none;pvp=none;role=physical,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples,
25464,Blood-Tempered Ranseur,2,6,Polearm,17,Two-hand Weapon,weapon_two_hand,generic,3,Rare,1,tbc,origin_manifest,False,True,True,none,0,23,classic_leveling,020-029,0,0,0.0,0,,not_checked,0.0,45.0,69.0,45.0,69.0,0.0,0,,0.0,16.764705882352942,16.764705882352942,"+6 Strength, +9 Stamina, +6 Intellect","+6 Strength, +9 Stamina, +6 Intellect",18.03,18.03,0.0,,0.0,18.03,18.03,18.03,no_peer_skip,0,origin=1;quality=3;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;pvp=none;role=generic,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples; origin tbc/1 did not match SQL origin filter,0.0,0.0,unchanged,,SQL blocked: origin tbc/1 did not match SQL origin filter; normal stats unchanged: not enough comparable peer samples; weapon damage unchanged: not enough comparable physical weapon samples,
30804,Bronze Band of Force,4,0,Misc,11,Finger,finger,caster,3,Rare,1,tbc,origin_manifest,False,True,True,none,18,23,classic_leveling,020-029,0,0,0.0,0,,not_armor,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,+6 Spell Power,+6 Spell Power,5.16,5.16,0.0,,0.0,5.16,5.16,5.16,no_peer_skip,0,origin=1;quality=3;slot=finger;armor=0;weapon=none;pvp=none;role=caster,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples; origin tbc/1 did not match SQL origin filter; special-effect/itemset rows require --allow-special-effects,0.0,0.0,unchanged,,spell payload detected and left unchanged; SQL blocked: origin tbc/1 did not match SQL origin filter; SQL blocked: special-effect/itemset rows require --allow-special-effects; normal stats unchanged: not enough comparable peer samples,spell_payload
63464,Greaves of the Misguided,4,3,Mail,7,Legs,legs,physical,3,Rare,-1,custom_or_unknown,missing_from_origin_manifest,False,False,False,none,18,23,classic_leveling,020-029,165,165,0.0,0,,insufficient_samples,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+8 Attack Power, +7 Stamina","+8 Attack Power, +7 Stamina",8.690000000000001,8.690000000000001,0.0,,0.0,8.690000000000001,8.690000000000001,8.690000000000001,no_peer_skip,0,origin=-1;quality=3;slot=legs;armor=3;weapon=none;pvp=none;role=physical,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples; origin_expansion missing; select custom_or_unknown explicitly for SQL,0.0,0.0,unchanged,,SQL blocked: origin_expansion missing; select custom_or_unknown explicitly for SQL; normal stats unchanged: not enough comparable peer samples; armor unchanged: not enough comparable armor samples,
151426,Lady Anacondra's Satin Cuffs,4,1,Cloth,9,Wrist,wrist,generic,3,Rare,-1,custom_or_unknown,missing_from_origin_manifest,False,False,False,none,18,23,classic_leveling,020-029,18,18,0.0,0,,insufficient_samples,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+3 Stamina, +3 Intellect, +2 Crit Rating, +2 Haste Rating","+3 Stamina, +3 Intellect, +2 Crit Rating, +2 Haste Rating",9.01,9.01,0.0,,0.0,9.01,9.01,9.01,no_peer_skip,0,origin=-1;quality=3;slot=wrist;armor=1;weapon=none;pvp=none;role=generic,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples; origin_expansion missing; select custom_or_unknown explicitly for SQL,0.0,0.0,unchanged,,SQL blocked: origin_expansion missing; select custom_or_unknown explicitly for SQL; normal stats unchanged: not enough comparable peer samples; armor unchanged: not enough comparable armor samples,
151427,Snake-Charmer's Casque,4,3,Mail,1,Head,head,generic,3,Rare,-1,custom_or_unknown,missing_from_origin_manifest,False,False,False,none,18,23,classic_leveling,020-029,161,161,0.0,0,,insufficient_samples,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+6 Attack Power, +4 Stamina, +3 Crit Rating, +2 Haste Rating","+6 Attack Power, +4 Stamina, +3 Crit Rating, +2 Haste Rating",10.68,10.68,0.0,,0.0,10.68,10.68,10.68,no_peer_skip,0,origin=-1;quality=3;slot=head;armor=3;weapon=none;pvp=none;role=generic,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples; origin_expansion missing; select custom_or_unknown explicitly for SQL,0.0,0.0,unchanged,,SQL blocked: origin_expansion missing; select custom_or_unknown explicitly for SQL; normal stats unchanged: not enough comparable peer samples; armor unchanged: not enough comparable armor samples,
151428,Slumbersilk Waistcord,4,1,Cloth,6,Waist,waist,generic,3,Rare,-1,custom_or_unknown,missing_from_origin_manifest,False,False,False,none,18,23,classic_leveling,020-029,23,23,0.0,0,,insufficient_samples,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+3 Stamina, +3 Intellect, +5 Crit Rating","+3 Stamina, +3 Intellect, +5 Crit Rating",10.01,10.01,0.0,,0.0,10.01,10.01,10.01,no_peer_skip,0,origin=-1;quality=3;slot=waist;armor=1;weapon=none;pvp=none;role=generic,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples; origin_expansion missing; select custom_or_unknown explicitly for SQL,0.0,0.0,unchanged,,SQL blocked: origin_expansion missing; select custom_or_unknown explicitly for SQL; normal stats unchanged: not enough comparable peer samples; armor unchanged: not enough comparable armor samples,
885,Black Metal Axe,2,0,Axe,13,One-hand Weapon,weapon_one_hand,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,19,24,classic_leveling,020-029,0,0,0.0,0,,not_checked,0.0,18.0,34.0,15.0,29.0,10.556,21,within 10 ilvl,-15.385,12.38095238095238,10.476190476190476,"+2 Stamina, +2 Strength","+2 Stamina, +2 Strength",3.34,3.34,0.0,,0.0,3.34,3.34,3.34,peer_+/-5_ilvl,32,origin=0;quality=2;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;pvp=none;role=physical,+/-5_ilvl,2.0,3.0,4.0,4.0,False,False,,0.0,0.0,updated,,normal stats unchanged: within +/-15% peer tolerance; weapon DPS median from 21 sample(s) within 10 ilvl,
890,Twisted Chanter's Staff,2,10,Staff,17,Two-hand Weapon,weapon_two_hand,caster,3,Rare,0,vanilla,origin_manifest,True,True,True,none,19,24,classic_leveling,020-029,0,0,0.0,0,,not_checked,0.0,55.0,84.0,55.0,84.0,20.345,11,within 5 ilvl,0.0,20.441176470588236,20.441176470588236,"+10 Intellect, +6 Stamina","+10 Intellect, +6 Stamina",14.02,14.02,0.0,,0.0,14.02,14.02,14.02,no_peer_skip,0,origin=0;quality=3;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;pvp=none;role=caster,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; weapon DPS unchanged: within +/-15% peer tolerance from 11 sample(s),
1121,Feet of the Lynx,4,2,Leather,8,Feet,feet,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,19,24,classic_leveling,020-029,63,63,74.0,11,within 10 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+8 Agility, +6 Attack Power","+8 Agility, +6 Attack Power",11.0,11.0,0.0,,0.0,11.0,11.0,11.0,no_peer_skip,0,origin=0;quality=3;slot=feet;armor=2;weapon=none;pvp=none;role=physical,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; armor unchanged: within +/-15% peer tolerance from 11 sample(s),
1449,Minor Channeling Ring,4,0,Misc,11,Finger,finger,healer,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,0,24,classic_leveling,020-029,0,0,0.0,0,,not_armor,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+2 Intellect, +4 Spirit","+2 Intellect, +4 Spirit",6.0,6.0,0.0,,0.0,5.34,6.0,6.0,peer_+/-5_ilvl,8,origin=0;quality=2;slot=finger;armor=0;weapon=none;pvp=none;role=healer,+/-5_ilvl,3.908,4.505,6.0024999999999995,6.3069999999999995,False,False,,12.359550561797755,12.359550561797755,unchanged,,normal stats unchanged: within +/-15% peer tolerance,
1455,Blackrock Champion's Axe,2,1,Two-hand Axe,17,Two-hand Weapon,weapon_two_hand,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,19,24,classic_leveling,020-029,0,0,0.0,0,,not_checked,0.0,41.0,62.0,41.0,62.0,14.463,16,within 5 ilvl,0.0,16.09375,16.09375,+8 Strength,+8 Strength,8.0,8.0,0.0,,0.0,8.01,8.0,8.0,peer_+/-5_ilvl,28,origin=0;quality=2;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;pvp=none;role=physical,+/-5_ilvl,6.0,6.6775,10.3525,11.0,False,False,,-0.1248439450686615,-0.1248439450686615,unchanged,,normal stats unchanged: within +/-15% peer tolerance; weapon DPS unchanged: within +/-15% peer tolerance from 16 sample(s),
1459,Shadowhide Scalper,2,0,Axe,13,One-hand Weapon,weapon_one_hand,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,19,24,classic_leveling,020-029,0,0,0.0,0,,not_checked,0.0,25.0,47.0,21.0,40.0,10.556,21,within 10 ilvl,-15.278,12.413793103448276,10.517241379310345,+3 Strength,+3 Strength,3.0,3.0,0.0,,0.0,3.34,3.0,3.0,peer_+/-5_ilvl,32,origin=0;quality=2;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;pvp=none;role=physical,+/-5_ilvl,2.0,3.0,4.0,4.0,False,False,,-10.17964071856287,-10.17964071856287,updated,,normal stats unchanged: within +/-15% peer tolerance; weapon DPS median from 21 sample(s) within 10 ilvl,
